Date;Strike;Midpoint;IV
17/09/2021;12800.00;2809.40;41.44
17/09/2021;12825.00;2784.35;41.04
17/09/2021;12850.00;2759.65;40.92
17/09/2021;12875.00;2734.65;40.56
17/09/2021;12900.00;2709.90;40.39
17/09/2021;12925.00;2684.95;40.07
17/09/2021;12950.00;2660.35;40.01
17/09/2021;12975.00;2635.25;39.57
17/09/2021;13000.00;2610.45;39.36
17/09/2021;13025.00;2585.90;39.31
17/09/2021;13050.00;2560.75;38.84
17/09/2021;13075.00;2535.95;38.62
17/09/2021;13100.00;2511.30;38.48
17/09/2021;13125.00;2486.30;38.12
17/09/2021;13150.00;2461.50;37.88
17/09/2021;13175.00;2436.60;37.58
17/09/2021;13200.00;2411.85;37.37
17/09/2021;13225.00;2387.20;37.21
17/09/2021;13250.00;2362.40;36.96
17/09/2021;13275.00;2337.85;36.85
17/09/2021;13300.00;2312.70;36.40
17/09/2021;13325.00;2288.10;36.25
17/09/2021;13350.00;2263.20;35.94
17/09/2021;13375.00;2240.30;36.61
17/09/2021;13400.00;2215.50;36.33
17/09/2021;13425.00;2190.80;36.09
17/09/2021;13450.00;2166.00;35.80
17/09/2021;13475.00;2141.30;35.55
17/09/2021;13500.00;2116.50;35.26
17/09/2021;13525.00;2091.80;35.01
17/09/2021;13550.00;2067.00;34.72
17/09/2021;13575.00;2042.30;34.46
17/09/2021;13600.00;2017.60;34.20
17/09/2021;13625.00;1992.90;33.93
17/09/2021;13650.00;1968.20;33.67
17/09/2021;13675.00;1943.45;33.38
17/09/2021;13700.00;1918.80;33.12
17/09/2021;13725.00;1894.10;32.85
17/09/2021;13750.00;1869.40;32.57
17/09/2021;13775.00;1844.70;32.29
17/09/2021;13800.00;1820.10;32.04
17/09/2021;13825.00;1795.40;31.75
17/09/2021;13850.00;1770.80;31.49
17/09/2021;13875.00;1746.15;31.21
17/09/2021;13900.00;1721.50;30.93
17/09/2021;13925.00;1696.90;30.67
17/09/2021;13950.00;1672.30;30.39
17/09/2021;13975.00;1647.70;30.12
17/09/2021;14000.00;1623.10;29.84
17/09/2021;14025.00;1598.55;29.57
17/09/2021;14050.00;1573.95;29.28
17/09/2021;14075.00;1549.40;29.01
17/09/2021;14100.00;1524.85;28.73
17/09/2021;14125.00;1500.35;28.46
17/09/2021;14150.00;1475.85;28.18
17/09/2021;14175.00;1451.35;27.90
17/09/2021;14200.00;1426.85;27.62
17/09/2021;14225.00;1402.35;27.33
17/09/2021;14250.00;1377.85;27.04
17/09/2021;14275.00;1353.45;26.77
17/09/2021;14300.00;1328.95;26.47
17/09/2021;14325.00;1304.55;26.19
17/09/2021;14350.00;1280.15;25.91
17/09/2021;14375.00;1255.75;25.61
17/09/2021;14400.00;1231.35;25.32
17/09/2021;14425.00;1207.05;25.04
17/09/2021;14450.00;1182.70;24.75
17/09/2021;14475.00;1158.35;24.45
17/09/2021;14500.00;1134.10;24.16
17/09/2021;14525.00;1109.85;23.87
17/09/2021;14550.00;1085.60;23.57
17/09/2021;14575.00;1061.65;23.33
17/09/2021;14600.00;1037.45;23.03
17/09/2021;14625.00;1013.05;22.69
17/09/2021;14650.00;988.95;22.39
17/09/2021;14675.00;964.90;22.10
17/09/2021;14700.00;940.90;21.81
17/09/2021;14725.00;916.90;21.51
17/09/2021;14750.00;892.95;21.22
17/09/2021;14775.00;869.10;20.93
17/09/2021;14800.00;845.25;20.63
17/09/2021;14825.00;821.45;20.33
17/09/2021;14850.00;797.80;20.05
17/09/2021;14875.00;774.20;19.76
17/09/2021;14900.00;750.70;18.74
17/09/2021;14925.00;727.20;19.18
17/09/2021;14950.00;703.85;18.90
17/09/2021;14975.00;680.60;18.62
17/09/2021;15000.00;657.45;18.33
17/09/2021;15025.00;634.40;18.05
17/09/2021;15050.00;611.50;17.77
17/09/2021;15075.00;588.70;17.49
17/09/2021;15100.00;566.10;17.22
17/09/2021;15125.00;543.65;17.25
17/09/2021;15150.00;521.40;16.68
17/09/2021;15175.00;499.30;16.41
17/09/2021;15200.00;477.45;16.77
17/09/2021;15225.00;455.80;15.89
17/09/2021;15250.00;434.40;15.64
17/09/2021;15275.00;413.25;15.38
17/09/2021;15300.00;392.40;15.14
17/09/2021;15325.00;371.80;14.89
17/09/2021;15350.00;351.55;14.64
17/09/2021;15375.00;331.70;14.41
17/09/2021;15400.00;312.60;13.89
17/09/2021;15425.00;293.45;13.97
17/09/2021;15450.00;274.60;13.73
17/09/2021;15475.00;256.45;13.51
17/09/2021;15500.00;237.50;13.20
17/09/2021;15525.00;220.70;13.02
17/09/2021;15550.00;204.25;12.82
17/09/2021;15575.00;188.60;12.65
17/09/2021;15600.00;174.75;12.56
17/09/2021;15625.00;160.25;12.50
17/09/2021;15650.00;146.40;12.22
17/09/2021;15675.00;133.30;12.07
17/09/2021;15700.00;121.00;11.87
17/09/2021;15725.00;109.35;11.76
17/09/2021;15750.00;98.55;11.65
17/09/2021;15775.00;88.50;11.53
17/09/2021;15800.00;79.25;11.39
17/09/2021;15825.00;70.65;11.32
17/09/2021;15850.00;62.90;11.24
17/09/2021;15875.00;55.80;11.16
17/09/2021;15900.00;49.45;11.10
17/09/2021;15925.00;43.70;11.05
17/09/2021;15950.00;38.55;10.89
17/09/2021;15975.00;34.00;10.88
17/09/2021;16000.00;30.00;10.90
17/09/2021;16025.00;26.45;10.96
17/09/2021;16050.00;23.35;10.96
17/09/2021;16075.00;20.60;10.98
17/09/2021;16100.00;18.25;11.01
17/09/2021;16125.00;16.20;11.06
17/09/2021;16150.00;14.40;11.11
17/09/2021;16175.00;12.85;11.17
17/09/2021;16200.00;11.55;11.26
17/09/2021;16225.00;10.40;11.35
17/09/2021;16250.00;9.40;11.45
17/09/2021;16275.00;8.55;11.56
17/09/2021;16300.00;7.75;11.66
17/09/2021;16325.00;7.15;11.80
17/09/2021;16350.00;6.60;11.94
17/09/2021;16375.00;6.10;12.08
17/09/2021;16400.00;5.70;12.25
17/09/2021;16425.00;5.30;12.39
17/09/2021;16450.00;4.95;12.55
17/09/2021;16475.00;4.65;12.71
17/09/2021;16500.00;4.40;12.89
17/09/2021;16525.00;4.15;13.06
17/09/2021;16550.00;3.90;13.21
17/09/2021;16575.00;3.70;13.39
17/09/2021;16600.00;3.55;13.58
17/09/2021;16625.00;3.35;13.74
17/09/2021;16650.00;3.18;13.90
17/09/2021;16675.00;3.00;14.06
17/09/2021;16700.00;2.88;14.44
17/09/2021;16725.00;2.73;14.40
17/09/2021;16750.00;2.60;14.57
17/09/2021;16775.00;2.50;14.75
17/09/2021;16800.00;2.40;14.93
17/09/2021;16825.00;2.28;15.08
17/09/2021;16850.00;2.20;15.27
17/09/2021;16875.00;2.10;15.43
17/09/2021;16900.00;2.00;15.58
17/09/2021;16925.00;1.95;15.78
17/09/2021;16950.00;1.85;15.92
17/09/2021;16975.00;1.78;16.08
17/09/2021;17000.00;1.70;16.24
17/09/2021;17025.00;1.63;16.39
17/09/2021;17050.00;1.58;16.57
17/09/2021;17075.00;1.50;16.71
17/09/2021;17100.00;1.43;16.84
17/09/2021;17125.00;1.38;17.01
17/09/2021;17150.00;1.35;17.20
17/09/2021;17175.00;1.18;17.16
17/09/2021;17200.00;1.28;17.55
17/09/2021;17225.00;1.10;17.49
17/09/2021;17250.00;1.08;17.67
17/09/2021;17275.00;1.03;17.80
17/09/2021;17300.00;0.60;17.05
17/09/2021;17325.00;1.05;18.30
17/09/2021;17350.00;1.03;18.47
17/09/2021;17375.00;0.98;18.59
17/09/2021;17400.00;1.03;18.92
17/09/2021;17425.00;0.90;18.87
17/09/2021;17450.00;0.88;19.03
17/09/2021;17475.00;0.85;19.19
17/09/2021;17500.00;0.83;19.35
17/09/2021;17525.00;0.80;19.50
17/09/2021;17550.00;0.78;19.65
17/09/2021;17575.00;0.75;19.79
17/09/2021;17600.00;0.73;19.94
17/09/2021;17625.00;0.70;20.08
17/09/2021;17650.00;0.70;20.29
17/09/2021;17675.00;0.68;20.42
17/09/2021;17700.00;0.90;21.23
17/09/2021;17725.00;0.63;20.68
17/09/2021;17750.00;0.63;20.88
17/09/2021;17775.00;0.83;21.67
17/09/2021;17800.00;0.83;21.88
17/09/2021;17825.00;0.80;22.02
17/09/2021;17850.00;0.80;22.23
17/09/2021;17875.00;0.75;22.29
17/09/2021;17900.00;0.75;20.95
17/09/2021;17925.00;0.75;20.54
17/09/2021;17950.00;0.50;22.03
17/09/2021;17975.00;0.48;22.13
17/09/2021;18000.00;0.48;22.32
17/09/2021;18025.00;0.67;23.27
17/09/2021;18050.00;0.45;22.60
17/09/2021;18075.00;0.45;22.79
17/09/2021;18100.00;0.43;22.87
17/09/2021;18125.00;0.40;22.94
17/09/2021;18150.00;0.40;23.13
17/09/2021;18175.00;0.40;23.32
17/09/2021;18200.00;0.40;23.51
17/09/2021;18225.00;0.38;23.56
17/09/2021;18250.00;0.38;22.34
17/09/2021;18275.00;0.38;23.94
17/09/2021;18300.00;0.60;25.17
17/09/2021;18325.00;0.35;24.17
17/09/2021;18350.00;0.33;24.20
17/09/2021;18375.00;0.33;24.38
17/09/2021;18400.00;0.33;24.57
17/09/2021;18425.00;0.33;24.75
17/09/2021;18450.00;0.33;24.14
17/09/2021;18475.00;0.58;26.41
17/09/2021;18500.00;0.30;25.13
17/09/2021;18525.00;0.43;26.08
17/09/2021;18550.00;0.30;25.49
17/09/2021;18575.00;0.30;25.67
17/09/2021;18600.00;0.30;25.85
17/09/2021;18800.00;0.28;27.08
17/09/2021;19000.00;0.28;0.00
17/09/2021;19100.00;0.50;0.00
17/09/2021;19200.00;0.35;0.00
17/09/2021;19300.00;0.38;0.00
17/09/2021;19400.00;0.25;0.00
17/09/2021;19500.00;0.25;0.00
17/09/2021;19600.00;0.33;0.00
15/10/2021;7000.00;1888.21;0.00
15/10/2021;7100.00;1788.36;0.00
15/10/2021;7200.00;5043.91;96.99
15/10/2021;7300.00;1588.06;0.00
15/10/2021;7400.00;1489.21;0.00
15/10/2021;7500.00;1389.41;0.00
15/10/2021;7600.00;1289.51;0.00
15/10/2021;7700.00;4544.76;89.60
15/10/2021;7800.00;1088.81;0.00
15/10/2021;7900.00;989.36;0.00
15/10/2021;8000.00;889.41;0.00
15/10/2021;9000.00;6603.10;63.71
15/10/2021;9100.00;6502.55;61.89
15/10/2021;9200.00;6402.95;61.20
15/10/2021;9300.00;6303.25;60.38
15/10/2021;9400.00;6203.50;59.50
15/10/2021;9500.00;6103.85;58.71
15/10/2021;9600.00;6004.10;57.82
15/10/2021;9700.00;5904.50;57.06
15/10/2021;9800.00;5804.85;56.25
15/10/2021;9900.00;5705.25;55.46
15/10/2021;10000.00;5605.95;54.90
15/10/2021;10100.00;5506.20;53.98
15/10/2021;10200.00;5406.70;53.24
15/10/2021;10300.00;5307.20;52.48
15/10/2021;10400.00;5207.80;51.77
15/10/2021;10500.00;5108.50;51.10
15/10/2021;10600.00;5008.90;50.24
15/10/2021;10700.00;4909.40;49.43
15/10/2021;10800.00;4810.05;48.69
15/10/2021;10900.00;4710.80;47.99
15/10/2021;11000.00;4611.85;47.41
15/10/2021;11100.00;4512.35;46.56
15/10/2021;11200.00;4413.30;45.89
15/10/2021;11300.00;4314.20;45.18
15/10/2021;11400.00;4215.10;44.45
15/10/2021;11500.00;4116.15;43.76
15/10/2021;11600.00;4018.00;43.32
15/10/2021;11700.00;3919.10;42.60
15/10/2021;11800.00;3820.25;41.87
15/10/2021;11900.00;3721.50;41.15
15/10/2021;12000.00;3622.80;40.43
15/10/2021;12025.00;3598.15;40.25
15/10/2021;12050.00;3573.50;40.07
15/10/2021;12075.00;3548.85;39.89
15/10/2021;12100.00;3524.20;39.71
15/10/2021;12125.00;3499.55;39.53
15/10/2021;12150.00;3474.95;39.36
15/10/2021;12175.00;3450.30;39.17
15/10/2021;12200.00;3425.65;38.99
15/10/2021;12225.00;3401.05;38.81
15/10/2021;12250.00;3376.45;38.64
15/10/2021;12275.00;3351.85;38.46
15/10/2021;12300.00;3327.25;38.28
15/10/2021;12325.00;3302.65;38.10
15/10/2021;12350.00;3278.05;37.92
15/10/2021;12375.00;3253.50;37.75
15/10/2021;12400.00;3228.95;37.57
15/10/2021;12425.00;3204.35;37.39
15/10/2021;12450.00;3179.80;37.21
15/10/2021;12475.00;3155.25;37.03
15/10/2021;12500.00;3130.70;36.85
15/10/2021;12525.00;3106.20;36.68
15/10/2021;12550.00;3081.65;36.50
15/10/2021;12575.00;3057.15;36.33
15/10/2021;12600.00;3032.60;36.14
15/10/2021;12625.00;3008.10;35.96
15/10/2021;12650.00;2983.60;35.79
15/10/2021;12675.00;2959.10;35.61
15/10/2021;12700.00;2934.65;35.43
15/10/2021;12725.00;2910.20;35.26
15/10/2021;12750.00;2885.70;35.08
15/10/2021;12775.00;2861.30;34.91
15/10/2021;12800.00;2836.80;34.72
15/10/2021;12825.00;2812.40;34.55
15/10/2021;12850.00;2787.90;34.36
15/10/2021;12875.00;2763.50;34.18
15/10/2021;12900.00;2739.10;34.01
15/10/2021;12925.00;2714.70;33.83
15/10/2021;12950.00;2690.30;33.65
15/10/2021;12975.00;2665.95;33.48
15/10/2021;13000.00;2641.60;33.30
15/10/2021;13025.00;2617.20;33.12
15/10/2021;13050.00;2592.90;32.95
15/10/2021;13075.00;2569.05;32.84
15/10/2021;13100.00;2544.25;32.59
15/10/2021;13125.00;2519.90;32.41
15/10/2021;13150.00;2495.60;32.23
15/10/2021;13175.00;2471.35;32.05
15/10/2021;13200.00;2447.05;31.87
15/10/2021;13225.00;2422.75;31.69
15/10/2021;13250.00;2398.55;31.52
15/10/2021;13275.00;2374.35;31.34
15/10/2021;13300.00;2350.05;31.15
15/10/2021;13325.00;2325.85;30.97
15/10/2021;13350.00;2301.70;30.80
15/10/2021;13375.00;2277.55;30.63
15/10/2021;13400.00;2253.35;30.44
15/10/2021;13425.00;2229.20;30.26
15/10/2021;13450.00;2205.10;30.09
15/10/2021;13475.00;2181.00;29.91
15/10/2021;13500.00;2156.90;29.73
15/10/2021;13525.00;2132.80;29.55
15/10/2021;13550.00;2108.80;29.38
15/10/2021;13575.00;2084.70;29.19
15/10/2021;13600.00;2060.70;29.01
15/10/2021;13625.00;2036.70;28.83
15/10/2021;13650.00;2013.00;28.69
15/10/2021;13675.00;1989.05;28.51
15/10/2021;13700.00;1964.85;28.30
15/10/2021;13725.00;1941.20;28.15
15/10/2021;13750.00;1917.35;27.97
15/10/2021;13775.00;1893.45;27.79
15/10/2021;13800.00;1869.35;27.58
15/10/2021;13825.00;1846.05;27.46
15/10/2021;13850.00;1821.80;27.23
15/10/2021;13875.00;1798.05;27.05
15/10/2021;13900.00;1774.35;26.88
15/10/2021;13925.00;1750.65;26.70
15/10/2021;13950.00;1727.00;26.52
15/10/2021;13975.00;1703.40;26.35
15/10/2021;14000.00;1680.25;26.21
15/10/2021;14025.00;1656.25;25.99
15/10/2021;14050.00;1632.55;25.80
15/10/2021;14075.00;1609.05;25.62
15/10/2021;14100.00;1585.60;25.45
15/10/2021;14125.00;1562.20;25.27
15/10/2021;14150.00;1538.80;25.09
15/10/2021;14175.00;1515.50;24.92
15/10/2021;14200.00;1492.25;24.75
15/10/2021;14225.00;1468.95;24.57
15/10/2021;14250.00;1445.80;24.40
15/10/2021;14275.00;1422.65;24.22
15/10/2021;14300.00;1399.55;24.05
15/10/2021;14325.00;1376.50;23.87
15/10/2021;14350.00;1353.50;23.70
15/10/2021;14375.00;1330.60;23.53
15/10/2021;14400.00;1307.75;23.36
15/10/2021;14425.00;1284.90;23.18
15/10/2021;14450.00;1262.15;23.01
15/10/2021;14475.00;1239.50;22.84
15/10/2021;14500.00;1216.85;22.67
15/10/2021;14525.00;1194.30;22.49
15/10/2021;14550.00;1171.80;22.32
15/10/2021;14575.00;1149.40;22.15
15/10/2021;14600.00;1127.05;21.98
15/10/2021;14625.00;1104.85;21.81
15/10/2021;14650.00;1082.70;21.65
15/10/2021;14675.00;1060.55;21.47
15/10/2021;14700.00;1038.55;21.30
15/10/2021;14725.00;1016.70;21.14
15/10/2021;14750.00;994.85;20.97
15/10/2021;14775.00;973.15;20.80
15/10/2021;14800.00;951.50;20.63
15/10/2021;14825.00;930.05;20.47
15/10/2021;14850.00;908.60;20.30
15/10/2021;14875.00;887.35;20.14
15/10/2021;14900.00;866.20;19.97
15/10/2021;14925.00;845.15;19.81
15/10/2021;14950.00;824.25;19.65
15/10/2021;14975.00;803.45;19.48
15/10/2021;15000.00;782.90;19.33
15/10/2021;15025.00;762.35;19.16
15/10/2021;15050.00;742.10;19.00
15/10/2021;15075.00;721.95;18.85
15/10/2021;15100.00;701.95;18.69
15/10/2021;15125.00;682.10;18.53
15/10/2021;15150.00;662.45;18.38
15/10/2021;15175.00;643.05;18.22
15/10/2021;15200.00;623.80;18.07
15/10/2021;15225.00;604.65;17.92
15/10/2021;15250.00;585.70;17.76
15/10/2021;15275.00;567.00;17.61
15/10/2021;15300.00;548.55;17.46
15/10/2021;15325.00;530.50;17.32
15/10/2021;15350.00;512.80;17.19
15/10/2021;15375.00;495.05;17.04
15/10/2021;15400.00;477.35;16.74
15/10/2021;15425.00;460.00;16.74
15/10/2021;15450.00;442.45;16.58
15/10/2021;15475.00;425.85;16.44
15/10/2021;15500.00;409.55;16.31
15/10/2021;15525.00;393.80;16.19
15/10/2021;15550.00;377.60;16.04
15/10/2021;15575.00;362.05;15.91
15/10/2021;15600.00;348.45;15.89
15/10/2021;15625.00;333.60;15.72
15/10/2021;15650.00;319.00;15.59
15/10/2021;15675.00;304.80;15.47
15/10/2021;15700.00;290.95;15.35
15/10/2021;15725.00;277.45;15.23
15/10/2021;15750.00;264.25;15.11
15/10/2021;15775.00;251.40;14.99
15/10/2021;15800.00;239.00;14.88
15/10/2021;15825.00;226.95;14.77
15/10/2021;15850.00;215.35;14.66
15/10/2021;15875.00;204.10;14.56
15/10/2021;15900.00;193.15;14.45
15/10/2021;15925.00;182.55;14.35
15/10/2021;15950.00;172.25;14.24
15/10/2021;15975.00;162.50;14.15
15/10/2021;16000.00;153.05;14.05
15/10/2021;16025.00;144.00;13.96
15/10/2021;16050.00;135.35;13.87
15/10/2021;16075.00;126.95;13.78
15/10/2021;16100.00;119.05;13.69
15/10/2021;16125.00;111.55;13.62
15/10/2021;16150.00;104.35;13.54
15/10/2021;16175.00;97.60;13.46
15/10/2021;16200.00;91.30;13.40
15/10/2021;16225.00;85.35;13.34
15/10/2021;16250.00;79.35;13.27
15/10/2021;16275.00;73.95;13.21
15/10/2021;16300.00;68.90;13.16
15/10/2021;16325.00;64.10;13.10
15/10/2021;16350.00;59.65;13.01
15/10/2021;16375.00;55.50;12.96
15/10/2021;16400.00;51.60;12.98
15/10/2021;16425.00;48.00;12.95
15/10/2021;16450.00;44.65;12.92
15/10/2021;16475.00;41.50;12.90
15/10/2021;16500.00;38.60;12.88
15/10/2021;16525.00;36.00;12.88
15/10/2021;16550.00;33.50;12.87
15/10/2021;16575.00;31.20;12.86
15/10/2021;16600.00;29.10;12.87
15/10/2021;16625.00;27.10;12.87
15/10/2021;16650.00;25.30;12.88
15/10/2021;16675.00;23.70;12.90
15/10/2021;16700.00;22.15;12.91
15/10/2021;16725.00;20.75;12.94
15/10/2021;16750.00;19.45;12.97
15/10/2021;16775.00;18.25;13.00
15/10/2021;16800.00;17.15;13.03
15/10/2021;16825.00;16.15;13.07
15/10/2021;16850.00;15.20;13.11
15/10/2021;16875.00;14.35;13.16
15/10/2021;16900.00;13.55;13.21
15/10/2021;16925.00;12.80;13.26
15/10/2021;16950.00;12.10;13.31
15/10/2021;16975.00;11.45;13.36
15/10/2021;17000.00;10.85;13.42
15/10/2021;17025.00;10.25;13.47
15/10/2021;17050.00;9.75;13.53
15/10/2021;17075.00;9.30;13.61
15/10/2021;17100.00;8.80;13.66
15/10/2021;17125.00;8.40;13.73
15/10/2021;17150.00;8.00;13.79
15/10/2021;17175.00;7.65;13.87
15/10/2021;17200.00;7.35;13.95
15/10/2021;17225.00;7.00;14.01
15/10/2021;17250.00;6.70;14.09
15/10/2021;17275.00;6.45;14.17
15/10/2021;17300.00;6.20;14.26
15/10/2021;17325.00;5.90;14.31
15/10/2021;17350.00;5.60;14.37
15/10/2021;17375.00;5.40;14.45
15/10/2021;17400.00;5.20;14.54
15/10/2021;17425.00;5.00;14.61
15/10/2021;17450.00;4.95;14.75
15/10/2021;17475.00;4.75;14.83
15/10/2021;17500.00;4.65;14.94
15/10/2021;17525.00;4.50;15.03
15/10/2021;17550.00;4.35;15.11
15/10/2021;17575.00;4.20;15.20
15/10/2021;17600.00;4.10;15.30
15/10/2021;17625.00;4.00;15.40
15/10/2021;17650.00;3.80;15.45
15/10/2021;17675.00;3.73;15.56
15/10/2021;17700.00;3.63;15.66
15/10/2021;17725.00;3.55;15.76
15/10/2021;17750.00;3.40;15.82
15/10/2021;17775.00;3.43;15.99
15/10/2021;17800.00;3.33;16.07
15/10/2021;17825.00;3.25;16.17
15/10/2021;17850.00;3.15;16.26
15/10/2021;17875.00;3.13;16.39
15/10/2021;17900.00;3.05;16.48
15/10/2021;17925.00;2.98;16.57
15/10/2021;17950.00;2.93;16.68
15/10/2021;17975.00;2.85;16.77
