Date;IV;Delta;Gamma;Theta;Vega;Strike
11/19/21;17.95;0.6965;0.0012;-0.5772;70.541;4025.00
11/19/21;17.45;0.6641;0.0013;-0.6026;73.613;4050.00
11/19/21;16.96;0.6305;0.0013;-0.6238;76.173;4075.00
11/19/21;16.48;0.5962;0.0014;-0.6404;78.172;4100.00
11/19/21;16.00;0.5613;0.0014;-0.6522;79.573;4125.00
11/19/21;15.54;0.5262;0.0014;-0.6589;80.354;4150.00
11/19/21;15.07;0.4911;0.0014;-0.6605;80.508;4175.00
11/19/21;14.62;0.4562;0.0014;-0.6570;80.044;4200.00
11/19/21;14.18;0.4219;0.0014;-0.6487;78.982;4225.00
11/19/21;13.78;0.3883;0.0014;-0.6357;77.356;4250.00
11/19/21;13.40;0.3558;0.0013;-0.6185;75.212;4275.00
11/19/21;13.02;0.3245;0.0013;-0.5975;72.605;4300.00
11/19/21;12.65;0.2945;0.0012;-0.5732;69.595;4325.00
11/19/21;12.30;0.2660;0.0012;-0.5461;66.250;4350.00
11/19/21;12.00;0.2392;0.0011;-0.5169;62.637;4375.00
11/19/21;11.75;0.2140;0.0010;-0.4860;58.827;4400.00
12/17/21;19.37;0.7814;0.0009;-0.4228;68.541;3925.00
12/17/21;18.96;0.7568;0.0010;-0.4489;72.752;3950.00
12/17/21;18.53;0.7309;0.0010;-0.4734;76.693;3975.00
12/17/21;18.12;0.7039;0.0011;-0.4959;80.305;4000.00
12/17/21;17.70;0.6759;0.0011;-0.5160;83.533;4025.00
12/17/21;17.28;0.6471;0.0011;-0.5335;86.329;4050.00
12/17/21;16.87;0.6175;0.0012;-0.5480;88.651;4075.00
12/17/21;16.47;0.5875;0.0012;-0.5595;90.469;4100.00
12/17/21;16.07;0.5571;0.0012;-0.5677;91.757;4125.00
12/17/21;15.67;0.5266;0.0012;-0.5726;92.505;4150.00
12/17/21;15.29;0.4960;0.0012;-0.5742;92.707;4175.00
12/17/21;14.93;0.4657;0.0012;-0.5724;92.371;4200.00
12/17/21;14.57;0.4358;0.0012;-0.5674;91.512;4225.00
12/17/21;14.22;0.4064;0.0012;-0.5593;90.152;4250.00
12/17/21;13.88;0.3777;0.0012;-0.5483;88.325;4275.00
12/17/21;13.55;0.3498;0.0011;-0.5346;86.067;4300.00
12/17/21;13.24;0.3229;0.0011;-0.5186;83.421;4325.00
12/17/21;12.94;0.2970;0.0011;-0.5004;80.434;4350.00
12/17/21;12.68;0.2722;0.0010;-0.4805;77.157;4375.00
12/17/21;12.43;0.2486;0.0010;-0.4590;73.641;4400.00
01/21/22;20.65;0.7632;0.0008;-0.3854;81.620;3900.00
01/21/22;20.24;0.7407;0.0009;-0.4048;85.681;3925.00
01/21/22;19.81;0.7173;0.0009;-0.4228;89.466;3950.00
01/21/22;19.39;0.6931;0.0009;-0.4393;92.930;3975.00
01/21/22;18.98;0.6681;0.0010;-0.4542;96.033;4000.00
01/21/22;18.58;0.6425;0.0010;-0.4671;98.741;4025.00
01/21/22;18.17;0.6165;0.0010;-0.4781;101.024;4050.00
01/21/22;17.77;0.5900;0.0010;-0.4870;102.858;4075.00
01/21/22;17.37;0.5634;0.0011;-0.4937;104.227;4100.00
01/21/22;16.98;0.5366;0.0011;-0.4982;105.120;4125.00
01/21/22;16.60;0.5097;0.0011;-0.5004;105.535;4150.00
01/21/22;16.23;0.4830;0.0011;-0.5004;105.472;4175.00
01/21/22;15.87;0.4566;0.0011;-0.4981;104.944;4200.00
01/21/22;15.50;0.4305;0.0011;-0.4937;103.963;4225.00
01/21/22;15.16;0.4048;0.0010;-0.4873;102.551;4250.00
01/21/22;14.82;0.3797;0.0010;-0.4790;100.734;4275.00
01/21/22;14.49;0.3552;0.0010;-0.4689;98.541;4300.00
01/21/22;14.19;0.3314;0.0010;-0.4572;96.005;4325.00
01/21/22;13.90;0.3085;0.0009;-0.4440;93.162;4350.00
01/21/22;13.62;0.2864;0.0009;-0.4295;90.049;4375.00
03/18/22;19.73;0.7341;0.0008;-0.3497;101.790;3900.00
03/18/22;19.38;0.7138;0.0008;-0.3627;105.539;3925.00
03/18/22;19.05;0.6930;0.0008;-0.3748;109.002;3950.00
03/18/22;18.72;0.6716;0.0008;-0.3858;112.150;3975.00
03/18/22;18.39;0.6498;0.0008;-0.3956;114.958;4000.00
03/18/22;N/A;N/A;N/A;N/A;N/A;4025.00
03/18/22;17.74;0.6052;0.0009;-0.4114;119.473;4050.00
03/18/22;N/A;N/A;N/A;N/A;N/A;4075.00
03/18/22;17.11;0.5597;0.0009;-0.4220;122.419;4100.00
03/18/22;N/A;N/A;N/A;N/A;N/A;4125.00
03/18/22;16.51;0.5140;0.0009;-0.4269;123.738;4150.00
03/18/22;N/A;N/A;N/A;N/A;N/A;4175.00
03/18/22;15.92;0.4686;0.0009;-0.4263;123.436;4200.00
03/18/22;N/A;N/A;N/A;N/A;N/A;4225.00
03/18/22;15.34;0.4242;0.0009;-0.4204;121.581;4250.00
03/18/22;N/A;N/A;N/A;N/A;N/A;4275.00
03/18/22;14.79;0.3812;0.0009;-0.4096;118.295;4300.00
03/18/22;14.27;0.3401;0.0008;-0.3944;113.745;4350.00
03/18/22;13.80;0.3013;0.0008;-0.3755;108.129;4400.00
03/18/22;13.37;0.2650;0.0008;-0.3537;101.662;4450.00
06/17/22;22.64;0.8445;0.0005;-0.2109;87.303;3600.00
06/17/22;22.06;0.8176;0.0005;-0.2340;96.783;3650.00
06/17/22;21.48;0.7883;0.0006;-0.2563;105.941;3700.00
06/17/22;20.92;0.7569;0.0006;-0.2773;114.561;3750.00
06/17/22;20.35;0.7235;0.0006;-0.2966;122.440;3800.00
06/17/22;19.80;0.6886;0.0007;-0.3137;129.394;3850.00
06/17/22;19.25;0.6523;0.0007;-0.3282;135.268;3900.00
06/17/22;18.70;0.6151;0.0007;-0.3398;139.939;3950.00
06/17/22;18.16;0.5772;0.0007;-0.3483;143.324;4000.00
06/17/22;17.63;0.5391;0.0008;-0.3536;145.375;4050.00
06/17/22;17.12;0.5011;0.0008;-0.3557;146.085;4100.00
06/17/22;16.63;0.4636;0.0008;-0.3546;145.483;4150.00
06/17/22;16.16;0.4268;0.0007;-0.3505;143.633;4200.00
06/17/22;15.71;0.3911;0.0007;-0.3436;140.624;4250.00
06/17/22;15.29;0.3567;0.0007;-0.3342;136.571;4300.00
06/17/22;14.89;0.3237;0.0007;-0.3225;131.606;4350.00
06/17/22;14.51;0.2925;0.0007;-0.3090;125.871;4400.00
06/17/22;14.15;0.2630;0.0006;-0.2939;119.515;4450.00
06/17/22;13.82;0.2355;0.0006;-0.2777;112.687;4500.00
06/17/22;13.53;0.2099;0.0006;-0.2607;105.531;4550.00
09/16/22;21.96;0.8101;0.0005;-0.2088;112.988;3600.00
09/16/22;21.44;0.7836;0.0005;-0.2259;122.182;3650.00
09/16/22;20.93;0.7555;0.0005;-0.2421;130.848;3700.00
09/16/22;20.43;0.7259;0.0006;-0.2571;138.826;3750.00
09/16/22;19.94;0.6951;0.0006;-0.2705;145.975;3800.00
09/16/22;19.46;0.6633;0.0006;-0.2822;152.173;3850.00
09/16/22;18.98;0.6307;0.0006;-0.2920;157.320;3900.00
09/16/22;18.52;0.5976;0.0006;-0.2997;161.346;3950.00
09/16/22;18.06;0.5641;0.0007;-0.3053;164.206;4000.00
09/16/22;17.60;0.5306;0.0007;-0.3087;165.880;4050.00
09/16/22;17.17;0.4974;0.0007;-0.3100;166.378;4100.00
09/16/22;16.75;0.4645;0.0007;-0.3091;165.730;4150.00
09/16/22;16.36;0.4322;0.0007;-0.3062;163.992;4200.00
09/16/22;15.97;0.4008;0.0006;-0.3014;161.235;4250.00
09/16/22;15.60;0.3704;0.0006;-0.2950;157.547;4300.00
09/16/22;15.25;0.3411;0.0006;-0.2869;153.028;4350.00
09/16/22;14.91;0.3130;0.0006;-0.2775;147.784;4400.00
09/16/22;14.60;0.2863;0.0006;-0.2670;141.929;4450.00
09/16/22;14.30;0.2610;0.0005;-0.2555;135.575;4500.00
09/16/22;14.02;0.2371;0.0005;-0.2433;128.836;4550.00
12/16/22;21.84;0.8062;0.0004;-0.1895;126.543;3550.00
12/16/22;21.37;0.7818;0.0004;-0.2035;135.784;3600.00
12/16/22;20.91;0.7562;0.0005;-0.2168;144.517;3650.00
12/16/22;20.46;0.7294;0.0005;-0.2291;152.611;3700.00
12/16/22;20.02;0.7015;0.0005;-0.2403;159.949;3750.00
12/16/22;19.58;0.6729;0.0005;-0.2502;166.429;3800.00
12/16/22;19.16;0.6435;0.0006;-0.2588;171.969;3850.00
12/16/22;18.75;0.6137;0.0006;-0.2658;176.506;3900.00
12/16/22;18.34;0.5836;0.0006;-0.2713;179.996;3950.00
12/16/22;17.94;0.5533;0.0006;-0.2752;182.418;4000.00
12/16/22;17.57;0.5231;0.0006;-0.2775;183.769;4050.00
12/16/22;17.20;0.4932;0.0006;-0.2783;184.064;4100.00
12/16/22;16.85;0.4637;0.0006;-0.2775;183.337;4150.00
12/16/22;16.51;0.4347;0.0006;-0.2752;181.636;4200.00
12/16/22;16.17;0.4063;0.0006;-0.2716;179.022;4250.00
12/16/22;15.85;0.3788;0.0006;-0.2667;175.567;4300.00
12/16/22;15.54;0.3522;0.0006;-0.2607;171.352;4350.00
12/16/22;15.25;0.3266;0.0005;-0.2537;166.463;4400.00
12/16/22;14.98;0.3021;0.0005;-0.2457;160.989;4450.00
12/16/22;14.71;0.2787;0.0005;-0.2371;155.021;4500.00
