Date;IV;Delta;Gamma;Theta;Vega;Strike
10/15/21;34.17;0.0102;0.0038;-0.0022;0.0066;87.50
10/15/21;34.82;0.0088;0.0033;-0.0020;0.0058;88.00
10/15/21;35.46;0.0076;0.0029;-0.0017;0.0051;88.50
10/15/21;35.29;0.0065;0.0026;-0.0015;0.0045;89.00
10/15/21;35.91;0.0056;0.0022;-0.0014;0.0039;89.50
10/15/21;35.60;0.0048;0.0020;-0.0012;0.0034;90.00
10/15/21;36.20;0.0041;0.0017;-0.0011;0.0030;90.50
10/15/21;36.79;0.0035;0.0015;-0.0009;0.0026;91.00
10/15/21;37.38;0.0030;0.0013;-0.0008;0.0022;91.50
10/15/21;36.85;0.0026;0.0011;-0.0007;0.0019;92.00
10/15/21;37.42;0.0022;0.0010;-0.0007;0.0017;92.50
10/15/21;37.98;0.0019;0.0008;-0.0006;0.0014;93.00
10/15/21;38.54;0.0016;0.0007;-0.0005;0.0012;93.50
10/15/21;37.71;0.0013;0.0006;-0.0005;0.0011;94.00
10/15/21;38.25;0.0011;0.0005;-0.0004;0.0009;94.50
10/15/21;38.78;0.0010;0.0005;-0.0004;0.0008;95.00
10/15/21;39.31;0.0008;0.0004;-0.0003;0.0007;95.50
10/15/21;39.83;0.0007;0.0003;-0.0003;0.0006;96.00
10/15/21;40.35;0.0006;0.0003;-0.0003;0.0005;96.50
10/15/21;40.87;0.0005;0.0002;-0.0003;0.0004;97.00
10/15/21;39.49;0.0004;0.0002;-0.0002;0.0004;97.50
10/15/21;39.98;0.0003;0.0002;-0.0002;0.0003;98.00
10/15/21;40.47;0.0003;0.0001;-0.0002;0.0003;98.50
10/15/21;40.96;0.0002;0.0001;-0.0002;0.0002;99.00
10/15/21;41.44;0.0002;0.0001;-0.0002;0.0002;99.50
11/16/21;;;;;;10.00
11/16/21;;;;;;11.00
11/16/21;;;;;;12.00
11/16/21;;;;;;15.00
11/16/21;;;;;;16.00
11/16/21;;;;;;17.00
11/16/21;;;;;;17.50
11/16/21;;;;;;18.00
11/16/21;;;;;;18.50
11/16/21;;;;;;19.00
11/16/21;;;;;;19.50
11/16/21;0.00;0.9999;0.0000;0.0000;0.0000;20.00
11/16/21;;;;;;21.00
11/16/21;;;;;;21.50
11/16/21;;;;;;22.00
11/16/21;;;;;;22.50
11/16/21;;;;;;23.00
11/16/21;;;;;;24.00
11/16/21;;;;;;24.50
11/16/21;0.00;0.9999;0.0000;0.0000;0.0000;25.00
11/16/21;;;;;;25.50
11/16/21;;;;;;26.00
11/16/21;;;;;;26.50
11/16/21;;;;;;27.00
11/16/21;;;;;;27.50
11/16/21;;;;;;28.00
11/16/21;;;;;;28.50
11/16/21;;;;;;29.00
11/16/21;;;;;;29.50
11/16/21;0.00;0.9999;0.0000;0.0000;0.0000;30.00
11/16/21;;;;;;30.50
11/16/21;65.29;0.0000;0.0000;0.0000;0.0000;31.00
11/16/21;64.04;0.0000;0.0000;0.0000;0.0000;31.50
11/16/21;65.73;0.0000;0.0000;0.0000;0.0000;32.00
11/16/21;64.48;0.0000;0.0000;0.0000;0.0000;32.50
11/16/21;63.23;0.0000;0.0000;0.0000;0.0000;33.00
11/16/21;62.02;0.0000;0.0000;0.0000;0.0000;33.50
11/16/21;48.97;0.9999;0.0000;0.0000;0.0000;34.00
11/16/21;47.93;0.9999;0.0000;0.0000;0.0000;34.50
11/16/21;53.44;0.9999;0.0000;0.0000;0.0000;35.00
11/16/21;52.35;0.9999;0.0000;0.0000;0.0000;35.50
11/16/21;58.16;0.0000;0.0000;0.0000;0.0000;36.00
11/16/21;58.64;0.0000;0.0000;0.0000;0.0000;36.50
11/16/21;52.31;0.9999;0.0000;0.0000;0.0000;37.00
11/16/21;51.23;0.9999;0.0000;0.0000;0.0000;37.50
11/16/21;52.34;0.9999;0.0000;0.0000;0.0000;38.00
11/16/21;51.26;0.9999;0.0000;0.0000;0.0000;38.50
11/16/21;50.18;0.9999;0.0000;0.0000;0.0000;39.00
11/16/21;50.79;0.9999;0.0000;0.0000;0.0000;39.50
11/16/21;49.71;0.9999;0.0000;0.0000;0.0000;40.00
11/16/21;50.02;0.9999;0.0000;0.0000;0.0001;40.50
11/16/21;48.94;0.9998;0.0000;0.0000;0.0001;41.00
11/16/21;49.04;0.9998;0.0000;0.0000;0.0001;41.50
11/16/21;48.99;0.9998;0.0001;0.0000;0.0002;42.00
11/16/21;47.91;0.9997;0.0001;0.0000;0.0002;42.50
11/16/21;47.75;0.9997;0.0001;-0.0001;0.0003;43.00
11/16/21;47.50;0.9996;0.0001;-0.0001;0.0004;43.50
11/16/21;47.17;0.9994;0.0002;-0.0001;0.0005;44.00
11/16/21;46.79;0.9993;0.0002;-0.0001;0.0007;44.50
11/16/21;46.35;0.9991;0.0003;-0.0002;0.0009;45.00
11/16/21;45.87;0.9988;0.0004;-0.0002;0.0012;45.50
11/16/21;45.35;0.9984;0.0005;-0.0003;0.0015;46.00
11/16/21;44.79;0.9980;0.0007;-0.0004;0.0019;46.50
11/16/21;44.69;0.9975;0.0008;-0.0004;0.0024;47.00
11/16/21;44.05;0.9968;0.0010;-0.0005;0.0030;47.50
11/16/21;43.82;0.9960;0.0013;-0.0007;0.0036;48.00
11/16/21;43.51;0.9950;0.0016;-0.0008;0.0045;48.50
11/16/21;43.14;0.9938;0.0019;-0.0010;0.0054;49.00
11/16/21;42.72;0.9924;0.0023;-0.0012;0.0065;49.50
11/16/21;42.26;0.9907;0.0027;-0.0015;0.0078;50.00
11/16/21;42.05;0.9886;0.0032;-0.0017;0.0093;50.50
11/16/21;41.49;0.9863;0.0038;-0.0020;0.0109;51.00
11/16/21;41.17;0.9835;0.0045;-0.0024;0.0128;51.50
11/16/21;40.79;0.9804;0.0052;-0.0028;0.0149;52.00
11/16/21;40.59;0.9767;0.0060;-0.0032;0.0172;52.50
11/16/21;40.10;0.9726;0.0069;-0.0037;0.0198;53.00
11/16/21;39.78;0.9679;0.0079;-0.0042;0.0226;53.50
11/16/21;39.60;0.9625;0.0089;-0.0048;0.0256;54.00
11/16/21;39.16;0.9566;0.0101;-0.0054;0.0289;54.50
11/16/21;38.85;0.9500;0.0113;-0.0060;0.0324;55.00
11/16/21;38.48;0.9426;0.0126;-0.0067;0.0361;55.50
11/16/21;38.22;0.9345;0.0140;-0.0074;0.0400;56.00
11/16/21;37.89;0.9257;0.0154;-0.0082;0.0441;56.50
11/16/21;37.50;0.9160;0.0169;-0.0090;0.0484;57.00
11/16/21;37.20;0.9055;0.0185;-0.0098;0.0529;57.50
11/16/21;36.97;0.8942;0.0200;-0.0107;0.0574;58.00
11/16/21;36.67;0.8820;0.0217;-0.0115;0.0621;58.50
11/16/21;36.31;0.8690;0.0233;-0.0124;0.0668;59.00
11/16/21;36.01;0.8552;0.0250;-0.0133;0.0715;59.50
11/16/21;35.76;0.8405;0.0266;-0.0142;0.0763;60.00
11/16/21;35.43;0.8250;0.0283;-0.0151;0.0810;60.50
11/16/21;35.05;0.8087;0.0299;-0.0159;0.0856;61.00
11/16/21;34.81;0.7917;0.0314;-0.0168;0.0901;61.50
11/16/21;34.50;0.7740;0.0330;-0.0176;0.0944;62.00
11/16/21;34.21;0.7556;0.0344;-0.0184;0.0986;62.50
11/16/21;33.86;0.7366;0.0358;-0.0191;0.1026;63.00
11/16/21;33.63;0.7170;0.0371;-0.0198;0.1063;63.50
11/16/21;33.32;0.6969;0.0383;-0.0204;0.1097;64.00
11/16/21;33.03;0.6763;0.0394;-0.0210;0.1129;64.50
11/16/21;32.76;0.6554;0.0404;-0.0216;0.1157;65.00
11/16/21;32.49;0.6341;0.0412;-0.0220;0.1182;65.50
11/16/21;32.23;0.6126;0.0420;-0.0224;0.1203;66.00
11/16/21;31.98;0.5909;0.0426;-0.0227;0.1221;66.50
11/16/21;31.74;0.5691;0.0431;-0.0230;0.1235;67.00
11/16/21;31.50;0.5472;0.0434;-0.0232;0.1245;67.50
11/16/21;31.26;0.5254;0.0437;-0.0233;0.1251;68.00
11/16/21;31.02;0.5036;0.0437;-0.0234;0.1253;68.50
11/16/21;30.78;0.4820;0.0437;-0.0233;0.1252;69.00
11/16/21;30.53;0.4606;0.0435;-0.0233;0.1247;69.50
11/16/21;30.37;0.4394;0.0432;-0.0231;0.1239;70.00
11/16/21;30.13;0.4186;0.0428;-0.0229;0.1227;70.50
11/16/21;29.97;0.3982;0.0423;-0.0226;0.1212;71.00
11/16/21;29.80;0.3781;0.0417;-0.0223;0.1194;71.50
11/16/21;29.64;0.3585;0.0410;-0.0219;0.1174;72.00
11/16/21;29.57;0.3395;0.0402;-0.0215;0.1151;72.50
11/16/21;29.42;0.3209;0.0393;-0.0210;0.1125;73.00
11/16/21;29.28;0.3029;0.0383;-0.0205;0.1097;73.50
11/16/21;29.14;0.2855;0.0373;-0.0199;0.1068;74.00
11/16/21;29.12;0.2687;0.0362;-0.0194;0.1036;74.50
11/16/21;29.02;0.2525;0.0350;-0.0188;0.1004;75.00
11/16/21;28.94;0.2369;0.0339;-0.0181;0.0970;75.50
11/16/21;28.88;0.2220;0.0326;-0.0175;0.0935;76.00
11/16/21;28.87;0.2077;0.0314;-0.0168;0.0900;76.50
11/16/21;28.89;0.1941;0.0302;-0.0162;0.0864;77.00
11/16/21;28.85;0.1811;0.0289;-0.0155;0.0828;77.50
11/16/21;28.85;0.1688;0.0276;-0.0148;0.0791;78.00
11/16/21;28.93;0.1571;0.0264;-0.0141;0.0755;78.50
11/16/21;28.94;0.1460;0.0251;-0.0135;0.0719;79.00
11/16/21;29.03;0.1355;0.0239;-0.0128;0.0684;79.50
11/16/21;29.06;0.1255;0.0226;-0.0122;0.0649;80.00
11/16/21;29.19;0.1162;0.0214;-0.0115;0.0614;80.50
11/16/21;29.27;0.1074;0.0203;-0.0109;0.0581;81.00
11/16/21;29.47;0.0992;0.0191;-0.0103;0.0548;81.50
11/16/21;29.45;0.0915;0.0180;-0.0097;0.0516;82.00
11/16/21;29.75;0.0842;0.0170;-0.0091;0.0486;82.50
11/16/21;29.83;0.0775;0.0159;-0.0086;0.0456;83.00
11/16/21;30.06;0.0712;0.0149;-0.0081;0.0427;83.50
11/16/21;30.04;0.0653;0.0140;-0.0076;0.0400;84.00
11/16/21;30.44;0.0599;0.0130;-0.0071;0.0374;84.50
11/16/21;30.57;0.0548;0.0122;-0.0066;0.0349;85.00
11/16/21;30.67;0.0502;0.0113;-0.0062;0.0325;85.50
11/16/21;31.00;0.0458;0.0105;-0.0057;0.0302;86.00
11/16/21;31.02;0.0418;0.0098;-0.0053;0.0281;86.50
11/16/21;31.30;0.0381;0.0091;-0.0050;0.0260;87.00
11/16/21;31.55;0.0347;0.0084;-0.0046;0.0241;87.50
11/16/21;31.79;0.0316;0.0078;-0.0043;0.0223;88.00
11/16/21;32.00;0.0287;0.0072;-0.0039;0.0206;88.50
11/16/21;32.19;0.0260;0.0066;-0.0037;0.0190;89.00
11/16/21;32.35;0.0236;0.0061;-0.0034;0.0175;89.50
11/16/21;32.48;0.0214;0.0056;-0.0031;0.0161;90.00
11/16/21;32.99;0.0194;0.0052;-0.0029;0.0148;90.50
11/16/21;33.09;0.0175;0.0047;-0.0026;0.0136;91.00
11/16/21;33.59;0.0158;0.0043;-0.0024;0.0125;91.50
11/16/21;33.64;0.0143;0.0040;-0.0022;0.0114;92.00
11/16/21;33.65;0.0129;0.0036;-0.0021;0.0104;92.50
11/16/21;34.13;0.0116;0.0033;-0.0019;0.0095;93.00
11/16/21;34.61;0.0104;0.0030;-0.0017;0.0087;93.50
11/16/21;34.57;0.0094;0.0028;-0.0016;0.0079;94.00
11/16/21;35.03;0.0084;0.0025;-0.0015;0.0072;94.50
11/16/21;34.93;0.0076;0.0023;-0.0013;0.0066;95.00
11/16/21;35.38;0.0068;0.0021;-0.0012;0.0060;95.50
11/16/21;35.83;0.0061;0.0019;-0.0011;0.0054;96.00
11/16/21;35.65;0.0055;0.0017;-0.0010;0.0049;96.50
11/16/21;36.09;0.0049;0.0016;-0.0010;0.0044;97.00
11/16/21;36.52;0.0044;0.0014;-0.0009;0.0040;97.50
11/16/21;36.26;0.0039;0.0013;-0.0008;0.0036;98.00
11/16/21;36.68;0.0035;0.0011;-0.0007;0.0033;98.50
11/16/21;37.10;0.0031;0.0010;-0.0007;0.0030;99.00
11/16/21;36.74;0.0028;0.0009;-0.0006;0.0027;99.50
12/15/21;51.34;0.9996;0.0001;0.0000;0.0004;40.00
12/15/21;50.52;-0.0005;0.0002;-0.0001;0.0006;41.00
12/15/21;49.91;-0.0006;0.0002;-0.0001;0.0008;41.50
12/15/21;49.43;0.9991;0.0003;-0.0001;0.0010;42.00
12/15/21;48.64;-0.0010;0.0003;-0.0002;0.0013;42.50
12/15/21;48.12;0.9985;0.0004;-0.0002;0.0016;43.00
12/15/21;47.69;-0.0017;0.0005;-0.0003;0.0020;43.50
12/15/21;47.11;0.9977;0.0007;-0.0003;0.0025;44.00
12/15/21;46.74;0.9971;0.0008;-0.0004;0.0031;44.50
12/15/21;46.32;0.9965;0.0010;-0.0005;0.0037;45.00
12/15/21;45.88;0.9957;0.0012;-0.0006;0.0045;45.50
12/15/21;45.40;0.9947;0.0014;-0.0007;0.0054;46.00
12/15/21;45.08;-0.0063;0.0017;-0.0009;0.0065;46.50
12/15/21;44.55;-0.0076;0.0020;-0.0010;0.0077;47.00
12/15/21;44.05;0.9907;0.0024;-0.0012;0.0091;47.50
12/15/21;43.63;-0.0110;0.0028;-0.0014;0.0106;48.00
12/15/21;43.25;-0.0131;0.0032;-0.0016;0.0123;48.50
12/15/21;42.82;-0.0155;0.0037;-0.0019;0.0143;49.00
12/15/21;42.56;-0.0182;0.0043;-0.0022;0.0164;49.50
12/15/21;42.11;0.9785;0.0049;-0.0025;0.0187;50.00
12/15/21;41.77;0.9750;0.0056;-0.0028;0.0213;50.50
12/15/21;41.39;0.9710;0.0063;-0.0032;0.0241;51.00
12/15/21;40.96;0.9666;0.0071;-0.0036;0.0271;51.50
12/15/21;40.63;-0.0381;0.0079;-0.0040;0.0303;52.00
12/15/21;40.30;-0.0435;0.0088;-0.0045;0.0338;52.50
12/15/21;39.95;0.9504;0.0098;-0.0050;0.0374;53.00
12/15/21;39.53;0.9439;0.0108;-0.0055;0.0413;53.50
12/15/21;39.32;-0.0631;0.0118;-0.0060;0.0454;54.00
12/15/21;38.95;-0.0709;0.0130;-0.0066;0.0496;54.50
12/15/21;38.57;0.9207;0.0141;-0.0072;0.0540;55.00
12/15/21;38.24;0.9117;0.0153;-0.0078;0.0585;55.50
12/15/21;37.99;0.9020;0.0165;-0.0084;0.0632;56.00
12/15/21;37.58;0.8917;0.0178;-0.0091;0.0680;56.50
12/15/21;37.34;0.8808;0.0190;-0.0097;0.0728;57.00
12/15/21;36.95;0.8692;0.0203;-0.0104;0.0777;57.50
12/15/21;36.72;0.8569;0.0216;-0.0110;0.0826;58.00
12/15/21;36.33;-0.1558;0.0229;-0.0117;0.0875;58.50
12/15/21;36.11;0.8305;0.0241;-0.0123;0.0924;59.00
12/15/21;35.74;0.8164;0.0254;-0.0130;0.0972;59.50
12/15/21;35.50;0.8017;0.0266;-0.0136;0.1019;60.00
12/15/21;35.20;0.7864;0.0278;-0.0142;0.1065;60.50
12/15/21;34.86;0.7706;0.0290;-0.0148;0.1109;61.00
12/15/21;34.56;0.7543;0.0301;-0.0154;0.1152;61.50
12/15/21;34.29;0.7376;0.0311;-0.0159;0.1192;62.00
12/15/21;34.04;0.7204;0.0321;-0.0165;0.1231;62.50
12/15/21;33.74;0.7028;0.0331;-0.0169;0.1267;63.00
12/15/21;33.47;0.6849;0.0340;-0.0174;0.1300;63.50
12/15/21;33.14;0.6667;0.0348;-0.0178;0.1330;64.00
12/15/21;32.91;0.6482;0.0355;-0.0182;0.1358;64.50
12/15/21;32.63;0.6295;0.0361;-0.0185;0.1382;65.00
12/15/21;32.36;0.6107;0.0367;-0.0188;0.1403;65.50
12/15/21;32.11;0.5917;0.0371;-0.0190;0.1421;66.00
12/15/21;31.87;0.5727;0.0375;-0.0192;0.1436;66.50
12/15/21;31.64;0.5536;0.0378;-0.0194;0.1447;67.00
12/15/21;31.43;0.5346;0.0380;-0.0195;0.1454;67.50
12/15/21;31.16;0.5156;0.0381;-0.0195;0.1459;68.00
12/15/21;30.97;0.4967;0.0381;-0.0195;0.1460;68.50
12/15/21;30.78;0.4780;0.0381;-0.0195;0.1458;69.00
12/15/21;30.54;0.4594;0.0379;-0.0195;0.1452;69.50
12/15/21;30.38;0.4411;0.0377;-0.0193;0.1444;70.00
12/15/21;30.23;0.4230;0.0374;-0.0192;0.1433;70.50
12/15/21;30.01;0.4052;0.0371;-0.0190;0.1419;71.00
12/15/21;29.88;0.3877;0.0366;-0.0188;0.1402;71.50
12/15/21;29.76;0.3706;0.0361;-0.0185;0.1383;72.00
12/15/21;29.58;0.3538;0.0355;-0.0182;0.1361;72.50
12/15/21;29.49;0.3375;0.0349;-0.0179;0.1337;73.00
12/15/21;29.34;0.3215;0.0343;-0.0176;0.1311;73.50
12/15/21;29.20;0.3060;0.0335;-0.0172;0.1284;74.00
12/15/21;29.17;0.2909;0.0328;-0.0168;0.1255;74.50
12/15/21;29.07;0.2762;0.0320;-0.0164;0.1224;75.00
12/15/21;29.01;0.2621;0.0311;-0.0160;0.1192;75.50
12/15/21;28.88;0.2484;0.0303;-0.0156;0.1159;76.00
12/15/21;28.87;0.2351;0.0294;-0.0151;0.1125;76.50
12/15/21;28.81;0.2224;0.0285;-0.0147;0.1090;77.00
12/15/21;28.79;0.2101;0.0276;-0.0142;0.1055;77.50
12/15/21;28.81;0.1984;0.0266;-0.0137;0.1020;78.00
12/15/21;28.79;0.1871;0.0257;-0.0132;0.0984;78.50
12/15/21;28.82;0.1762;0.0248;-0.0128;0.0948;79.00
12/15/21;28.80;0.1659;0.0238;-0.0123;0.0912;79.50
12/15/21;28.84;0.1560;0.0229;-0.0118;0.0876;80.00
12/15/21;28.84;0.1465;0.0219;-0.0113;0.0840;80.50
12/15/21;28.91;0.1376;0.0210;-0.0109;0.0805;81.00
12/15/21;28.94;0.1290;0.0201;-0.0104;0.0770;81.50
12/15/21;29.06;0.1209;0.0192;-0.0099;0.0736;82.00
12/15/21;29.01;0.1131;0.0183;-0.0095;0.0702;82.50
12/15/21;29.20;0.1058;0.0175;-0.0090;0.0669;83.00
12/15/21;29.21;0.0989;0.0166;-0.0086;0.0637;83.50
12/15/21;29.33;0.0924;0.0158;-0.0082;0.0606;84.00
12/15/21;29.43;0.0862;0.0150;-0.0078;0.0575;84.50
12/15/21;29.66;0.0803;0.0143;-0.0074;0.0546;85.00
12/15/21;29.69;0.0748;0.0135;-0.0070;0.0517;85.50
12/15/21;29.87;0.0696;0.0128;-0.0066;0.0489;86.00
12/15/21;30.03;0.0648;0.0121;-0.0063;0.0463;86.50
12/15/21;30.16;0.0602;0.0114;-0.0060;0.0437;87.00
12/15/21;30.26;0.0559;0.0108;-0.0056;0.0412;87.50
12/15/21;30.56;0.0519;0.0102;-0.0053;0.0389;88.00
12/15/21;30.62;0.0481;0.0096;-0.0050;0.0366;88.50
12/15/21;30.88;0.0446;0.0090;-0.0047;0.0344;89.00
12/15/21;30.88;0.0413;0.0084;-0.0044;0.0323;89.50
12/15/21;31.11;0.0382;0.0079;-0.0042;0.0304;90.00
12/15/21;31.51;0.0326;0.0070;-0.0037;0.0267;91.00
12/15/21;N/A;N/A;N/A;N/A;N/A;91.50
12/15/21;31.85;0.0278;0.0061;-0.0032;0.0234;92.00
12/15/21;32.00;0.0256;0.0057;-0.0030;0.0218;92.50
12/15/21;32.12;0.0236;0.0053;-0.0028;0.0204;93.00
12/15/21;32.55;0.0218;0.0050;-0.0027;0.0190;93.50
12/15/21;32.65;0.0200;0.0046;-0.0025;0.0177;94.00
12/15/21;33.14;0.0169;0.0040;-0.0022;0.0154;95.00
12/15/21;33.22;0.0143;0.0035;-0.0019;0.0133;96.00
12/15/21;33.62;0.0131;0.0032;-0.0018;0.0123;96.50
12/15/21;33.61;0.0120;0.0030;-0.0017;0.0115;97.00
12/15/21;33.96;0.0101;0.0026;-0.0014;0.0098;98.00
12/15/21;34.71;0.0085;0.0022;-0.0013;0.0084;99.00
01/14/22;;;;;;20.00
01/14/22;;;;;;25.00
01/14/22;;;;;;29.00
01/14/22;;;;;;30.00
01/14/22;;;;;;31.00
01/14/22;;;;;;32.00
01/14/22;;;;;;33.00
01/14/22;;;;;;34.00
01/14/22;;;;;;34.50
01/14/22;;;;;;35.00
01/14/22;;;;;;36.00
