Date;IV;Delta;Gamma;Theta;Vega;Strike
10/26/21;54.36;10.000;0.0000;0.0000;0.0000;1175.00
10/26/21;51.88;10.000;0.0000;0.0000;0.0000;1200.00
10/26/21;50.90;10.000;0.0000;0.0000;0.0000;1210.00
10/26/21;49.93;10.000;0.0000;0.0000;0.0000;1220.00
10/26/21;49.45;10.000;0.0000;0.0000;0.0000;1225.00
10/26/21;48.97;10.000;0.0000;0.0000;0.0000;1230.00
10/26/21;48.01;10.000;0.0000;0.0000;0.0000;1240.00
10/26/21;47.07;10.000;0.0000;0.0000;0.0000;1250.00
10/26/21;46.12;10.000;0.0000;0.0000;0.0000;1260.00
10/26/21;45.19;10.000;0.0000;0.0000;0.0000;1270.00
10/26/21;44.72;10.000;0.0000;0.0000;0.0000;1275.00
10/26/21;44.26;10.000;0.0000;0.0000;0.0000;1280.00
10/26/21;43.34;10.000;0.0000;0.0000;0.0000;1290.00
10/26/21;42.88;10.000;0.0000;0.0000;0.0000;1295.00
10/26/21;42.42;10.000;0.0000;0.0000;0.0000;1300.00
10/26/21;41.97;10.000;0.0000;0.0000;0.0000;1305.00
10/26/21;41.51;10.000;0.0000;0.0000;0.0000;1310.00
10/26/21;41.06;10.000;0.0000;0.0000;0.0000;1315.00
10/26/21;40.61;10.000;0.0000;0.0000;0.0000;1320.00
10/26/21;40.16;10.000;0.0000;0.0000;0.0000;1325.00
10/26/21;39.71;10.000;0.0000;0.0000;0.0000;1330.00
10/26/21;39.27;10.000;0.0000;0.0000;0.0000;1335.00
10/26/21;38.82;10.000;0.0000;0.0000;0.0000;1340.00
10/26/21;38.38;10.000;0.0000;0.0000;0.0000;1345.00
10/26/21;37.94;10.000;0.0000;0.0000;0.0000;1350.00
10/26/21;37.50;10.000;0.0000;0.0000;0.0000;1355.00
10/26/21;37.06;10.000;0.0000;0.0000;0.0000;1360.00
10/26/21;36.62;10.000;0.0000;0.0000;0.0000;1365.00
10/26/21;36.18;10.000;0.0000;0.0000;0.0000;1370.00
10/26/21;35.75;10.000;0.0000;0.0000;0.0000;1375.00
10/26/21;35.31;10.000;0.0000;0.0000;0.0000;1380.00
10/26/21;34.88;10.000;0.0000;0.0000;0.0000;1385.00
10/26/21;34.45;10.000;0.0000;0.0000;0.0000;1390.00
10/26/21;34.02;10.000;0.0000;0.0000;0.0000;1395.00
10/26/21;33.59;10.000;0.0000;0.0000;0.0000;1400.00
10/26/21;33.17;10.000;0.0000;0.0000;0.0000;1405.00
10/26/21;32.74;10.000;0.0000;0.0000;0.0000;1410.00
10/26/21;32.32;10.000;0.0000;0.0000;0.0000;1415.00
10/26/21;31.89;10.000;0.0000;0.0000;0.0000;1420.00
10/26/21;31.47;10.000;0.0000;0.0000;0.0000;1425.00
10/26/21;31.05;10.000;0.0000;0.0000;0.0000;1430.00
10/26/21;30.63;10.000;0.0000;0.0000;0.0000;1435.00
10/26/21;30.21;10.000;0.0000;0.0000;0.0000;1440.00
10/26/21;29.79;10.000;0.0000;0.0000;0.0000;1445.00
10/26/21;29.38;10.000;0.0000;0.0000;0.0000;1450.00
10/26/21;28.96;10.000;0.0000;0.0000;0.0000;1455.00
10/26/21;28.55;10.000;0.0000;0.0000;0.0000;1460.00
10/26/21;28.14;10.000;0.0000;0.0000;0.0000;1465.00
10/26/21;27.72;10.000;0.0000;0.0000;0.0000;1470.00
10/26/21;27.31;10.000;0.0000;0.0000;0.0000;1475.00
10/26/21;26.90;10.000;0.0000;0.0000;0.0000;1480.00
10/26/21;28.33;10.000;0.0000;0.0000;0.0000;1485.00
10/26/21;27.90;10.000;0.0000;0.0000;0.0000;1490.00
10/26/21;27.47;10.000;0.0000;0.0000;0.0000;1495.00
10/26/21;27.04;10.000;0.0000;0.0000;0.0000;1500.00
10/26/21;26.62;10.000;0.0000;0.0000;0.0000;1505.00
10/26/21;26.19;10.000;0.0000;0.0000;0.0000;1510.00
10/26/21;25.76;10.000;0.0000;0.0000;0.0000;1515.00
10/26/21;25.34;10.000;0.0000;0.0000;0.0001;1520.00
10/26/21;24.92;10.000;0.0000;0.0000;0.0001;1525.00
10/26/21;25.63;10.000;0.0000;0.0000;0.0001;1530.00
10/26/21;25.20;10.000;0.0000;0.0000;0.0002;1535.00
10/26/21;24.76;10.000;0.0000;-0.0001;0.0002;1540.00
10/26/21;24.33;0.9999;0.0000;-0.0001;0.0003;1545.00
10/26/21;23.89;0.9999;0.0000;-0.0001;0.0005;1550.00
10/26/21;23.46;0.9999;0.0000;-0.0002;0.0007;1555.00
10/26/21;23.85;0.9999;0.0000;-0.0002;0.0009;1560.00
10/26/21;23.41;0.9999;0.0000;-0.0003;0.0013;1565.00
10/26/21;22.97;0.9999;0.0000;-0.0004;0.0018;1570.00
10/26/21;22.52;0.9998;0.0000;-0.0006;0.0024;1575.00
10/26/21;22.74;0.9998;0.0000;-0.0008;0.0032;1580.00
10/26/21;22.29;0.9997;0.0000;-0.0011;0.0043;1585.00
10/26/21;21.83;0.9997;0.0000;-0.0014;0.0057;1590.00
10/26/21;21.38;0.9996;0.0000;-0.0019;0.0075;1595.00
10/26/21;21.47;0.9994;0.0000;-0.0024;0.0098;1600.00
10/26/21;21.01;0.9992;0.0000;-0.0032;0.0126;1605.00
10/26/21;21.02;0.9990;0.0000;-0.0041;0.0162;1610.00
10/26/21;20.56;0.9987;0.0001;-0.0052;0.0207;1615.00
10/26/21;20.51;0.9984;0.0001;-0.0066;0.0262;1620.00
10/26/21;20.03;0.9979;0.0001;-0.0083;0.0330;1625.00
10/26/21;19.93;0.9973;0.0001;-0.0103;0.0412;1630.00
10/26/21;19.45;0.9966;0.0001;-0.0128;0.0511;1635.00
10/26/21;19.30;0.9957;0.0002;-0.0158;0.0630;1640.00
10/26/21;19.12;0.9946;0.0002;-0.0194;0.0772;1645.00
10/26/21;18.63;0.9933;0.0003;-0.0236;0.0938;1650.00
10/26/21;18.41;0.9917;0.0003;-0.0285;0.1134;1655.00
10/26/21;18.18;0.9898;0.0004;-0.0342;0.1361;1660.00
10/26/21;17.92;0.9875;0.0005;-0.0407;0.1622;1665.00
10/26/21;17.64;0.9848;0.0005;-0.0483;0.1922;1670.00
10/26/21;17.34;0.9816;0.0006;-0.0568;0.2263;1675.00
10/26/21;17.02;0.9779;0.0007;-0.0665;0.2647;1680.00
10/26/21;16.88;0.9736;0.0009;-0.0773;0.3076;1685.00
10/26/21;16.52;0.9686;0.0010;-0.0893;0.3554;1690.00
10/26/21;16.32;0.9628;0.0011;-0.1025;0.4080;1695.00
10/26/21;16.08;0.9563;0.0013;-0.1170;0.4655;1700.00
10/26/21;15.82;0.9488;0.0015;-0.1327;0.5280;1705.00
10/26/21;15.53;0.9405;0.0017;-0.1496;0.5952;1710.00
10/26/21;15.34;0.9311;0.0019;-0.1677;0.6671;1715.00
10/26/21;15.11;0.9206;0.0021;-0.1868;0.7431;1720.00
10/26/21;14.85;0.9090;0.0023;-0.2069;0.8230;1725.00
10/26/21;14.66;0.8963;0.0025;-0.2278;0.9063;1730.00
10/26/21;14.43;0.8823;0.0028;-0.2495;0.9922;1735.00
10/26/21;14.25;0.8671;0.0030;-0.2716;10.800;1740.00
10/26/21;14.11;0.8506;0.0033;-0.2940;11.690;1745.00
10/26/21;13.92;0.8329;0.0035;-0.3165;12.583;1750.00
10/26/21;13.75;0.8140;0.0038;-0.3388;13.468;1755.00
10/26/21;13.61;0.7938;0.0040;-0.3607;14.336;1760.00
10/26/21;13.40;0.7725;0.0043;-0.3819;15.177;1765.00
10/26/21;13.28;0.7500;0.0045;-0.4021;15.980;1770.00
10/26/21;13.21;0.7265;0.0047;-0.4212;16.735;1775.00
10/26/21;13.07;0.7020;0.0049;-0.4388;17.433;1780.00
10/26/21;12.99;0.6766;0.0051;-0.4548;18.064;1785.00
10/26/21;12.88;0.6504;0.0052;-0.4688;18.619;1790.00
10/26/21;12.82;0.6236;0.0054;-0.4808;19.092;1795.00
10/26/21;12.73;0.5962;0.0055;-0.4906;19.476;1800.00
10/26/21;12.72;0.5684;0.0056;-0.4979;19.767;1805.00
10/26/21;12.68;0.5404;0.0056;-0.5029;19.960;1810.00
10/26/21;12.66;0.5123;0.0056;-0.5054;20.053;1815.00
10/26/21;12.67;0.4841;0.0056;-0.5053;20.047;1820.00
