Date;IV;Delta;Gamma;Theta;Vega;Strike
12/03/2021;5.72;0.9207;43.021;0.0000;0.0009;113.500
12/03/2021;5.62;0.8959;52.671;0.0000;0.0011;114.000
12/03/2021;5.51;0.8660;62.974;0.0000;0.0013;114.500
12/03/2021;5.46;0.8309;73.550;0.0000;0.0016;115.000
12/03/2021;5.42;0.7905;83.941;0.0000;0.0018;115.500
12/03/2021;5.43;0.7451;93.640;-0.0001;0.0020;116.000
12/03/2021;5.38;0.6953;102.133;-0.0001;0.0022;116.500
12/03/2021;5.34;0.6418;108.947;-0.0001;0.0023;117.000
12/03/2021;5.35;0.5856;113.693;-0.0001;0.0024;117.500
12/03/2021;5.33;0.5278;116.102;-0.0001;0.0025;118.000
12/03/2021;5.30;0.4697;116.053;-0.0001;0.0025;118.500
12/03/2021;5.31;0.4125;113.578;-0.0001;0.0024;119.000
12/03/2021;5.33;0.3573;108.862;-0.0001;0.0023;119.500
12/03/2021;5.32;0.3051;102.213;-0.0001;0.0022;120.000
12/03/2021;5.38;0.2568;94.039;-0.0001;0.0020;120.500
12/03/2021;5.38;0.2130;84.797;-0.0001;0.0018;121.000
12/03/2021;5.43;0.1741;74.962;0.0000;0.0016;121.500
12/03/2021;5.52;0.1401;64.982;0.0000;0.0014;122.000
12/03/2021;5.60;0.1111;55.251;0.0000;0.0012;122.500
12/03/2021;5.70;0.0867;46.088;0.0000;0.0010;123.000
01/07/2022;5.81;0.9012;43.668;0.0000;0.0013;113.500
01/07/2022;5.72;0.8765;51.260;0.0000;0.0015;114.000
01/07/2022;5.68;0.8479;59.114;0.0000;0.0017;114.500
01/07/2022;5.62;0.8154;66.988;0.0000;0.0019;115.000
01/07/2022;5.53;0.7790;74.610;0.0000;0.0021;115.500
01/07/2022;5.51;0.7390;81.695;0.0000;0.0023;116.000
01/07/2022;5.44;0.6957;87.958;-0.0001;0.0025;116.500
01/07/2022;5.41;0.6497;93.140;-0.0001;0.0027;117.000
01/07/2022;5.37;0.6016;97.022;-0.0001;0.0028;117.500
01/07/2022;5.38;0.5522;99.440;-0.0001;0.0028;118.000
01/07/2022;5.33;0.5021;100.301;-0.0001;0.0029;118.500
01/07/2022;5.34;0.4522;99.584;-0.0001;0.0029;119.000
01/07/2022;5.36;0.4032;97.341;-0.0001;0.0028;119.500
01/07/2022;5.37;0.3559;93.694;-0.0001;0.0027;120.000
01/07/2022;5.40;0.3109;88.822;-0.0001;0.0025;120.500
01/07/2022;5.42;0.2688;82.947;-0.0001;0.0024;121.000
01/07/2022;5.46;0.2298;76.320;0.0000;0.0022;121.500
01/07/2022;5.51;0.1944;69.201;0.0000;0.0020;122.000
01/07/2022;5.54;0.1627;61.845;0.0000;0.0018;122.500
01/07/2022;5.61;0.1346;54.486;0.0000;0.0016;123.000
02/04/2022;5.79;0.8802;45.671;0.0000;0.0016;113.500
02/04/2022;5.76;0.8547;52.175;0.0000;0.0018;114.000
02/04/2022;5.67;0.8259;58.735;0.0000;0.0020;114.500
02/04/2022;5.61;0.7940;65.169;0.0000;0.0023;115.000
02/04/2022;5.57;0.7589;71.280;0.0000;0.0025;115.500
02/04/2022;5.51;0.7210;76.870;0.0000;0.0027;116.000
02/04/2022;5.45;0.6805;81.750;0.0000;0.0028;116.500
02/04/2022;5.40;0.6380;85.750;-0.0001;0.0030;117.000
02/04/2022;5.38;0.5939;88.732;-0.0001;0.0031;117.500
02/04/2022;5.34;0.5487;90.593;-0.0001;0.0031;118.000
02/04/2022;5.33;0.5031;91.276;-0.0001;0.0032;118.500
02/04/2022;5.34;0.4577;90.767;-0.0001;0.0031;119.000
02/04/2022;5.37;0.4130;89.103;-0.0001;0.0031;119.500
02/04/2022;5.39;0.3695;86.360;-0.0001;0.0030;120.000
02/04/2022;5.41;0.3279;82.653;0.0000;0.0029;120.500
02/04/2022;5.43;0.2884;78.127;0.0000;0.0027;121.000
02/04/2022;5.46;0.2515;72.947;0.0000;0.0025;121.500
02/04/2022;5.50;0.2174;67.288;0.0000;0.0023;122.000
02/04/2022;5.58;0.1862;61.329;0.0000;0.0021;122.500
02/04/2022;5.59;0.1581;55.239;0.0000;0.0019;123.000
03/04/2022;5.77;0.8619;46.548;0.0000;0.0019;113.500
03/04/2022;5.71;0.8362;52.166;0.0000;0.0021;114.000
03/04/2022;5.67;0.8077;57.733;0.0000;0.0023;114.500
03/04/2022;5.62;0.7765;63.108;0.0000;0.0026;115.000
03/04/2022;5.55;0.7428;68.146;0.0000;0.0028;115.500
03/04/2022;5.50;0.7067;72.705;0.0000;0.0029;116.000
03/04/2022;5.46;0.6687;76.650;0.0000;0.0031;116.500
03/04/2022;5.45;0.6289;79.865;0.0000;0.0032;117.000
03/04/2022;5.42;0.5879;82.255;0.0000;0.0033;117.500
03/04/2022;5.41;0.5462;83.751;0.0000;0.0034;118.000
03/04/2022;5.39;0.5040;84.315;-0.0001;0.0034;118.500
03/04/2022;5.37;0.4620;83.940;-0.0001;0.0034;119.000
03/04/2022;5.38;0.4206;82.650;0.0000;0.0033;119.500
03/04/2022;5.38;0.3802;80.498;0.0000;0.0033;120.000
03/04/2022;5.42;0.3413;77.564;0.0000;0.0031;120.500
03/04/2022;5.42;0.3041;73.947;0.0000;0.0030;121.000
03/04/2022;5.44;0.2690;69.763;0.0000;0.0028;121.500
03/04/2022;5.47;0.2362;65.137;0.0000;0.0026;122.000
03/04/2022;5.53;0.2058;60.199;0.0000;0.0024;122.500
03/04/2022;5.58;0.1780;55.075;0.0000;0.0022;123.000
04/08/2022;5.74;0.8279;49.411;0.0000;0.0024;114.000
04/08/2022;5.69;0.8010;54.083;0.0000;0.0026;114.500
04/08/2022;5.66;0.7719;58.579;0.0000;0.0028;115.000
04/08/2022;5.63;0.7406;62.796;0.0000;0.0030;115.500
04/08/2022;5.57;0.7074;66.633;0.0000;0.0032;116.000
04/08/2022;5.53;0.6726;69.995;0.0000;0.0034;116.500
04/08/2022;5.50;0.6362;72.798;0.0000;0.0035;117.000
04/08/2022;5.47;0.5988;74.973;0.0000;0.0036;117.500
04/08/2022;5.45;0.5606;76.468;0.0000;0.0037;118.000
04/08/2022;5.43;0.5220;77.249;0.0000;0.0037;118.500
04/08/2022;5.41;0.4834;77.303;0.0000;0.0037;119.000
04/08/2022;5.42;0.4451;76.638;0.0000;0.0037;119.500
04/08/2022;5.43;0.4074;75.281;0.0000;0.0036;120.000
04/08/2022;5.44;0.3707;73.277;0.0000;0.0035;120.500
04/08/2022;5.47;0.3353;70.689;0.0000;0.0034;121.000
04/08/2022;5.50;0.3015;67.588;0.0000;0.0033;121.500
04/08/2022;5.52;0.2694;64.059;0.0000;0.0031;122.000
04/08/2022;5.55;0.2392;60.191;0.0000;0.0029;122.500
04/08/2022;5.61;0.2111;56.074;0.0000;0.0027;123.000
04/08/2022;5.64;0.1851;51.799;0.0000;0.0025;123.500
05/06/2022;6.25;0.8145;48.857;0.0000;0.0026;114.000
05/06/2022;6.18;0.7881;52.959;0.0000;0.0029;114.500
05/06/2022;6.11;0.7597;56.873;0.0000;0.0031;115.000
05/06/2022;6.03;0.7294;60.516;0.0000;0.0033;115.500
05/06/2022;5.98;0.6976;63.810;0.0000;0.0035;116.000
05/06/2022;5.91;0.6642;66.683;0.0000;0.0036;116.500
05/06/2022;5.86;0.6297;69.070;0.0000;0.0037;117.000
05/06/2022;5.82;0.5943;70.920;0.0000;0.0038;117.500
05/06/2022;5.78;0.5582;72.194;0.0000;0.0039;118.000
05/06/2022;5.76;0.5218;72.866;0.0000;0.0039;118.500
05/06/2022;5.74;0.4853;72.928;0.0000;0.0039;119.000
05/06/2022;5.73;0.4491;72.387;0.0000;0.0039;119.500
05/06/2022;5.72;0.4135;71.262;0.0000;0.0039;120.000
05/06/2022;5.73;0.3788;69.588;0.0000;0.0038;120.500
05/06/2022;5.74;0.3451;67.411;0.0000;0.0036;121.000
05/06/2022;5.74;0.3127;64.789;0.0000;0.0035;121.500
05/06/2022;5.77;0.2818;61.784;0.0000;0.0033;122.000
05/06/2022;5.77;0.2527;58.466;0.0000;0.0032;122.500
05/06/2022;5.80;0.2252;54.906;0.0000;0.0030;123.000
05/06/2022;5.85;0.1997;51.177;0.0000;0.0028;123.500
06/03/2022;6.19;0.8027;48.152;0.0000;0.0029;114.000
06/03/2022;6.11;0.7768;51.790;0.0000;0.0031;114.500
06/03/2022;6.04;0.7491;55.237;0.0000;0.0033;115.000
06/03/2022;5.95;0.7198;58.427;0.0000;0.0035;115.500
06/03/2022;5.89;0.6891;61.297;0.0000;0.0037;116.000
06/03/2022;5.84;0.6572;63.790;0.0000;0.0038;116.500
06/03/2022;5.81;0.6242;65.858;0.0000;0.0040;117.000
06/03/2022;5.76;0.5905;67.459;0.0000;0.0041;117.500
06/03/2022;5.73;0.5562;68.563;0.0000;0.0041;118.000
06/03/2022;5.71;0.5216;69.153;0.0000;0.0042;118.500
06/03/2022;5.71;0.4870;69.221;0.0000;0.0042;119.000
06/03/2022;5.70;0.4526;68.772;0.0000;0.0041;119.500
06/03/2022;5.70;0.4188;67.822;0.0000;0.0041;120.000
06/03/2022;5.71;0.3856;66.399;0.0000;0.0040;120.500
06/03/2022;5.73;0.3535;64.539;0.0000;0.0039;121.000
06/03/2022;5.74;0.3224;62.286;0.0000;0.0037;121.500
06/03/2022;5.76;0.2927;59.690;0.0000;0.0036;122.000
06/03/2022;5.77;0.2644;56.806;0.0000;0.0034;122.500
06/03/2022;5.78;0.2377;53.693;0.0000;0.0032;123.000
06/03/2022;5.81;0.2126;50.407;0.0000;0.0030;123.500
07/08/2022;6.20;0.8022;45.459;0.0000;0.0031;114.000
07/08/2022;6.12;0.7777;48.701;0.0000;0.0033;114.500
07/08/2022;6.05;0.7517;51.784;0.0000;0.0035;115.000
07/08/2022;6.00;0.7242;54.655;0.0000;0.0037;115.500
07/08/2022;5.94;0.6955;57.264;0.0000;0.0039;116.000
07/08/2022;5.88;0.6656;59.566;0.0000;0.0040;116.500
07/08/2022;5.83;0.6347;61.519;0.0000;0.0042;117.000
07/08/2022;5.80;0.6031;63.089;0.0000;0.0043;117.500
07/08/2022;5.78;0.5709;64.251;0.0000;0.0043;118.000
07/08/2022;5.75;0.5384;64.987;0.0000;0.0044;118.500
07/08/2022;5.73;0.5058;65.286;0.0000;0.0044;119.000
07/08/2022;5.72;0.4732;65.149;0.0000;0.0044;119.500
07/08/2022;5.72;0.4410;64.583;0.0000;0.0044;120.000
07/08/2022;5.72;0.4093;63.605;0.0000;0.0043;120.500
07/08/2022;5.72;0.3783;62.239;0.0000;0.0042;121.000
07/08/2022;5.73;0.3482;60.515;0.0000;0.0041;121.500
07/08/2022;5.73;0.3191;58.470;0.0000;0.0040;122.000
07/08/2022;5.75;0.2912;56.144;0.0000;0.0038;122.500
07/08/2022;5.76;0.2646;53.581;0.0000;0.0036;123.000
07/08/2022;5.80;0.2394;50.825;0.0000;0.0034;123.500
08/05/2022;6.11;0.7929;44.793;0.0000;0.0033;114.000
08/05/2022;6.06;0.7688;47.729;0.0000;0.0035;114.500
08/05/2022;6.01;0.7434;50.507;0.0000;0.0037;115.000
08/05/2022;5.97;0.7166;53.084;0.0000;0.0039;115.500
08/05/2022;5.94;0.6887;55.417;0.0000;0.0041;116.000
08/05/2022;5.90;0.6598;57.470;0.0000;0.0042;116.500
08/05/2022;5.89;0.6301;59.210;0.0000;0.0044;117.000
08/05/2022;5.85;0.5997;60.608;0.0000;0.0045;117.500
08/05/2022;5.81;0.5688;61.644;0.0000;0.0045;118.000
08/05/2022;5.77;0.5377;62.302;0.0000;0.0046;118.500
08/05/2022;5.73;0.5064;62.577;0.0000;0.0046;119.000
08/05/2022;5.72;0.4752;62.466;0.0000;0.0046;119.500
08/05/2022;5.70;0.4443;61.978;0.0000;0.0046;120.000
08/05/2022;5.71;0.4138;61.126;0.0000;0.0045;120.500
08/05/2022;5.73;0.3840;59.928;0.0000;0.0044;121.000
08/05/2022;5.75;0.3549;58.412;0.0000;0.0043;121.500
08/05/2022;5.76;0.3268;56.605;0.0000;0.0042;122.000
08/05/2022;5.78;0.2998;54.541;0.0000;0.0040;122.500
08/05/2022;5.78;0.2739;52.258;0.0000;0.0038;123.000
08/05/2022;5.83;0.2493;49.791;0.0000;0.0037;123.500
09/09/2022;6.12;0.7824;43.925;0.0000;0.0036;114.000
09/09/2022;6.09;0.7589;46.540;0.0000;0.0038;114.500
09/09/2022;6.05;0.7341;49.003;0.0000;0.0040;115.000
09/09/2022;6.00;0.7082;51.278;0.0000;0.0042;115.500
09/09/2022;5.95;0.6814;53.331;0.0000;0.0043;116.000
09/09/2022;5.93;0.6536;55.132;0.0000;0.0045;116.500
09/09/2022;5.87;0.6251;56.657;0.0000;0.0046;117.000
09/09/2022;5.85;0.5961;57.881;0.0000;0.0047;117.500
09/09/2022;5.83;0.5666;58.790;0.0000;0.0048;118.000
09/09/2022;5.79;0.5369;59.372;0.0000;0.0048;118.500
09/09/2022;5.77;0.5071;59.620;0.0000;0.0048;119.000
09/09/2022;5.76;0.4773;59.536;0.0000;0.0048;119.500
09/09/2022;5.74;0.4479;59.125;0.0000;0.0048;120.000
09/09/2022;5.74;0.4188;58.398;0.0000;0.0047;120.500
09/09/2022;5.74;0.3903;57.369;0.0000;0.0047;121.000
09/09/2022;5.74;0.3624;56.060;0.0000;0.0045;121.500
09/09/2022;5.76;0.3354;54.494;0.0000;0.0044;122.000
09/09/2022;5.77;0.3094;52.697;0.0000;0.0043;122.500
09/09/2022;5.80;0.2843;50.699;0.0000;0.0041;123.000
09/09/2022;5.83;0.2604;48.531;0.0000;0.0039;123.500
