Date;Strike;Midpoint;IV
18/03/2022;15825.00;800.50;19.92
18/03/2022;15850.00;787.15;19.86
14/04/2022;15375.00;1138.20;21.41
14/04/2022;15400.00;1122.75;21.34
14/04/2022;15425.00;1107.35;21.28
14/04/2022;15450.00;1092.10;21.21
14/04/2022;15475.00;1076.95;21.15
14/04/2022;15500.00;1061.90;21.09
14/04/2022;15525.00;1046.90;21.02
14/04/2022;15550.00;1032.00;20.96
14/04/2022;15575.00;1017.25;20.89
14/04/2022;15600.00;1002.60;20.83
14/04/2022;15625.00;988.05;20.77
14/04/2022;15650.00;973.60;20.71
14/04/2022;15675.00;959.25;20.64
14/04/2022;15700.00;944.95;20.58
14/04/2022;15725.00;930.85;20.52
14/04/2022;15750.00;916.80;20.46
14/04/2022;15775.00;902.85;20.40
14/04/2022;15800.00;889.05;20.34
14/04/2022;15825.00;875.30;20.27
14/04/2022;15850.00;861.70;20.21
20/05/2022;15375.00;1226.75;21.66
20/05/2022;15400.00;1211.50;21.60
20/05/2022;15425.00;1196.35;21.54
20/05/2022;15450.00;1181.40;21.48
20/05/2022;15475.00;1166.40;21.43
20/05/2022;15500.00;1151.55;21.37
20/05/2022;15525.00;1136.75;21.31
20/05/2022;15550.00;1122.10;21.25
20/05/2022;15575.00;1107.50;21.20
20/05/2022;15600.00;1093.00;21.14
20/05/2022;15625.00;1078.65;21.08
20/05/2022;15650.00;1064.30;21.03
20/05/2022;15675.00;1050.10;20.97
20/05/2022;15700.00;1036.00;20.91
20/05/2022;15725.00;1022.00;20.86
20/05/2022;15750.00;1008.05;20.80
20/05/2022;15775.00;994.25;20.75
20/05/2022;15800.00;980.50;20.69
20/05/2022;15825.00;966.90;20.63
20/05/2022;15850.00;953.40;20.58
17/06/2022;15375.00;1293.40;21.86
17/06/2022;15400.00;1278.90;21.81
17/06/2022;15425.00;1263.70;21.76
17/06/2022;15450.00;1248.95;21.70
17/06/2022;15475.00;1233.50;21.64
17/06/2022;15500.00;1218.65;21.58
17/06/2022;15525.00;1204.05;21.53
17/06/2022;15550.00;1190.10;21.49
17/06/2022;15575.00;1175.45;21.43
17/06/2022;15600.00;1160.45;21.36
17/06/2022;15625.00;1146.65;21.32
17/06/2022;15650.00;1130.40;21.23
17/06/2022;15675.00;1117.60;21.20
17/06/2022;15700.00;1104.20;21.14
17/06/2022;15725.00;1089.55;21.09
17/06/2022;15750.00;1073.65;21.00
17/06/2022;15775.00;1061.45;20.98
17/06/2022;15800.00;1048.45;21.04
17/06/2022;15825.00;1034.90;20.89
17/06/2022;15850.00;1021.75;20.84
16/09/2022;15375.00;1479.45;22.17
16/09/2022;15400.00;1464.35;22.12
16/09/2022;15425.00;1450.25;22.08
16/09/2022;15450.00;1435.15;22.02
16/09/2022;15475.00;1420.20;21.97
16/09/2022;15500.00;1406.90;21.94
16/09/2022;15525.00;1391.80;21.89
16/09/2022;15550.00;1377.75;21.84
16/09/2022;15575.00;1363.60;21.80
16/09/2022;15600.00;1349.50;21.75
16/09/2022;15625.00;1335.40;21.71
16/09/2022;15650.00;1321.30;21.66
16/09/2022;15675.00;1307.25;21.61
16/09/2022;15700.00;1293.10;21.56
16/09/2022;15725.00;1280.05;21.53
16/09/2022;15750.00;1265.90;21.48
16/09/2022;15775.00;1252.85;21.44
16/09/2022;15800.00;1238.70;21.38
16/09/2022;15825.00;1225.55;21.35
16/09/2022;15850.00;1212.15;21.30
