Date;IV;Delta;Gamma;Theta;Vega;Strike
09/13/21;1.65;0.5635;0.0279;-0.1465;0.0898;986250
09/13/21;0.00;0.5620;0.0279;-0.1466;0.0898;986800
09/13/21;1.50;0.5600;0.0279;-0.1467;0.0899;987500
09/13/21;0.00;0.5583;0.0279;-0.1468;0.0899;988100
09/13/21;1.27;0.5565;0.0280;-0.1469;0.0900;988750
09/13/21;0.00;0.5549;0.0280;-0.1470;0.0900;989300
09/13/21;1.11;0.5529;0.0280;-0.1471;0.0901;990000
09/13/21;0.00;0.5512;0.0280;-0.1471;0.0902;990600
09/13/21;0.96;0.5494;0.0280;-0.1472;0.0902;991250
09/13/21;0.00;0.5478;0.0280;-0.1473;0.0903;991800
09/13/21;0.80;0.5459;0.0281;-0.1474;0.0903;992500
09/13/21;0.00;0.5442;0.0281;-0.1475;0.0903;993100
09/13/21;0.64;0.5423;0.0281;-0.1475;0.0904;993750
09/13/21;0.00;0.5408;0.0281;-0.1476;0.0904;994300
09/13/21;0.41;0.5388;0.0281;-0.1477;0.0905;995000
09/13/21;0.00;0.5371;0.0281;-0.1477;0.0905;995600
09/13/21;0.26;0.5353;0.0281;-0.1478;0.0906;996250
09/13/21;0.00;0.5337;0.0281;-0.1478;0.0906;996800
09/13/21;0.18;0.5318;0.0282;-0.1479;0.0906;997500
09/13/21;0.00;0.5301;0.0282;-0.1480;0.0906;998100
09/13/21;0.00;0.5282;0.0282;-0.1480;0.0907;998750
09/13/21;0.19;0.5267;0.0282;-0.1480;0.0907;999300
10/15/21;0.30;0.5374;0.0193;-0.0801;0.1482;1000000
10/15/21;0.43;0.5355;0.0193;-0.0802;0.1482;1001000
10/15/21;0.55;0.5336;0.0193;-0.0802;0.1483;1002000
10/15/21;0.67;0.5316;0.0193;-0.0802;0.1484;1003000
10/15/21;0.78;0.5297;0.0193;-0.0803;0.1484;1004000
10/15/21;0.89;0.5278;0.0194;-0.0803;0.1485;1005000
10/15/21;1.00;0.5259;0.0194;-0.0803;0.1485;1006000
10/15/21;1.11;0.5239;0.0194;-0.0804;0.1486;1007000
10/15/21;1.22;0.5220;0.0194;-0.0804;0.1486;1008000
10/15/21;1.32;0.5201;0.0194;-0.0804;0.1486;1009000
10/15/21;1.43;0.5182;0.0194;-0.0804;0.1487;1010000
10/15/21;1.53;0.5163;0.0194;-0.0804;0.1487;1011000
10/15/21;1.63;0.5144;0.0194;-0.0805;0.1487;1012000
10/15/21;1.73;0.5125;0.0194;-0.0805;0.1488;1013000
10/15/21;1.93;0.5086;0.0194;-0.0805;0.1488;1015000
10/15/21;2.13;0.5048;0.0194;-0.0805;0.1488;1017000
10/15/21;2.42;0.4991;0.0194;-0.0805;0.1488;1020000
10/15/21;2.61;0.4953;0.0194;-0.0805;0.1488;1022000
10/15/21;2.89;0.4897;0.0194;-0.0805;0.1488;1025000
10/15/21;3.08;0.4859;0.0194;-0.0805;0.1487;1027000
10/15/21;3.35;0.4802;0.0194;-0.0804;0.1487;1030000
10/15/21;3.53;0.4765;0.0194;-0.0804;0.1486;1032000
10/15/21;3.81;0.4709;0.0193;-0.0803;0.1484;1035000
10/15/21;3.99;0.4671;0.0193;-0.0802;0.1483;1037000
10/15/21;4.25;0.4616;0.0193;-0.0801;0.1481;1040000
10/15/21;4.43;0.4579;0.0193;-0.0801;0.1480;1042000
10/15/21;4.69;0.4523;0.0193;-0.0799;0.1478;1045000
10/15/21;4.87;0.4487;0.0192;-0.0799;0.1476;1047000
10/15/21;5.12;0.4432;0.0192;-0.0797;0.1473;1050000
10/15/21;5.30;0.4395;0.0192;-0.0796;0.1471;1052000
10/15/21;4.88;0.6485;0.0180;-0.0748;0.1384;942500
10/15/21;4.67;0.6437;0.0181;-0.0752;0.1391;945000
10/15/21;4.43;0.6390;0.0182;-0.0755;0.1397;947500
10/15/21;4.20;0.6342;0.0183;-0.0759;0.1403;950000
10/15/21;3.99;0.6293;0.0184;-0.0762;0.1409;952500
10/15/21;3.75;0.6245;0.0184;-0.0765;0.1415;955000
10/15/21;3.54;0.6197;0.0185;-0.0768;0.1421;957500
10/15/21;3.33;0.6149;0.0186;-0.0771;0.1426;960000
10/15/21;3.09;0.6100;0.0187;-0.0774;0.1431;962500
10/15/21;2.88;0.6052;0.0187;-0.0777;0.1436;965000
10/15/21;2.65;0.6004;0.0188;-0.0779;0.1441;967500
10/15/21;2.43;0.5955;0.0188;-0.0782;0.1445;970000
10/15/21;2.22;0.5907;0.0189;-0.0784;0.1450;972500
10/15/21;2.00;0.5858;0.0189;-0.0786;0.1454;975000
10/15/21;1.77;0.5810;0.0190;-0.0788;0.1458;977500
10/15/21;1.56;0.5761;0.0190;-0.0790;0.1461;980000
10/15/21;1.34;0.5713;0.0191;-0.0792;0.1465;982500
10/15/21;0.00;0.5701;0.0191;-0.0792;0.1465;983100
10/15/21;1.23;0.5688;0.0191;-0.0793;0.1466;983750
10/15/21;0.00;0.5678;0.0191;-0.0793;0.1467;984300
10/15/21;1.13;0.5664;0.0191;-0.0794;0.1468;985000
10/15/21;0.00;0.5653;0.0191;-0.0794;0.1468;985600
10/15/21;1.01;0.5640;0.0192;-0.0795;0.1469;986250
10/15/21;0.00;0.5629;0.0192;-0.0795;0.1470;986800
10/15/21;0.92;0.5616;0.0192;-0.0795;0.1471;987500
10/15/21;0.00;0.5604;0.0192;-0.0796;0.1471;988100
10/15/21;0.80;0.5592;0.0192;-0.0796;0.1472;988750
10/15/21;0.00;0.5581;0.0192;-0.0796;0.1473;989300
10/15/21;0.70;0.5567;0.0192;-0.0797;0.1473;990000
10/15/21;0.00;0.5556;0.0192;-0.0797;0.1474;990600
10/15/21;0.59;0.5543;0.0192;-0.0797;0.1475;991250
10/15/21;0.00;0.5533;0.0192;-0.0798;0.1475;991800
10/15/21;0.49;0.5519;0.0192;-0.0798;0.1476;992500
10/15/21;0.00;0.5507;0.0192;-0.0798;0.1476;993100
10/15/21;0.37;0.5495;0.0193;-0.0799;0.1477;993750
10/15/21;0.00;0.5484;0.0193;-0.0799;0.1477;994300
10/15/21;0.27;0.5471;0.0193;-0.0799;0.1478;995000
10/15/21;0.00;0.5459;0.0193;-0.0800;0.1478;995600
10/15/21;0.16;0.5446;0.0193;-0.0800;0.1479;996250
10/15/21;0.00;0.5436;0.0193;-0.0800;0.1479;996800
10/15/21;0.17;0.5422;0.0193;-0.0800;0.1480;997500
10/15/21;0.00;0.5411;0.0193;-0.0801;0.1480;998100
10/15/21;0.13;0.5398;0.0193;-0.0801;0.1481;998750
10/15/21;0.21;0.5388;0.0193;-0.0801;0.1481;999300
10/15/21;0.25;0.5481;0.0155;-0.0642;0.1839;1000000
11/12/21;0.35;0.5465;0.0155;-0.0643;0.1840;1001000
11/12/21;0.44;0.5450;0.0155;-0.0643;0.1841;1002000
11/12/21;0.54;0.5435;0.0155;-0.0643;0.1841;1003000
11/12/21;0.63;0.5419;0.0155;-0.0643;0.1842;1004000
11/12/21;0.72;0.5404;0.0155;-0.0644;0.1843;1005000
11/12/21;0.81;0.5388;0.0155;-0.0644;0.1844;1006000
11/12/21;0.89;0.5373;0.0155;-0.0644;0.1844;1007000
11/12/21;0.98;0.5358;0.0155;-0.0644;0.1845;1008000
11/12/21;1.06;0.5342;0.0155;-0.0645;0.1846;1009000
11/12/21;1.14;0.5327;0.0155;-0.0645;0.1846;1010000
11/12/21;1.23;0.5311;0.0155;-0.0645;0.1847;1011000
11/12/21;1.31;0.5296;0.0155;-0.0645;0.1847;1012000
11/12/21;1.39;0.5281;0.0155;-0.0645;0.1848;1013000
11/12/21;1.55;0.5250;0.0156;-0.0646;0.1849;1015000
11/12/21;1.71;0.5220;0.0156;-0.0646;0.1850;1017000
11/12/21;1.94;0.5174;0.0156;-0.0646;0.1851;1020000
11/12/21;2.09;0.5143;0.0156;-0.0647;0.1851;1022000
11/12/21;2.32;0.5098;0.0156;-0.0647;0.1852;1025000
11/12/21;2.47;0.5067;0.0156;-0.0647;0.1852;1027000
11/12/21;2.69;0.5022;0.0156;-0.0647;0.1852;1030000
11/12/21;2.84;0.4992;0.0156;-0.0647;0.1852;1032000
11/12/21;3.06;0.4947;0.0156;-0.0647;0.1852;1035000
11/12/21;3.20;0.4917;0.0156;-0.0647;0.1852;1037000
11/12/21;3.42;0.4872;0.0156;-0.0647;0.1851;1040000
11/12/21;3.56;0.4842;0.0156;-0.0647;0.1851;1042000
11/12/21;3.77;0.4797;0.0156;-0.0646;0.1850;1045000
11/12/21;3.91;0.4768;0.0156;-0.0646;0.1849;1047000
11/12/21;4.12;0.4723;0.0155;-0.0646;0.1848;1050000
11/12/21;4.26;0.4694;0.0155;-0.0645;0.1847;1052000
11/12/21;4.06;0.6375;0.0147;-0.0608;0.1741;942500
11/12/21;3.88;0.6336;0.0147;-0.0610;0.1747;945000
11/12/21;3.70;0.6297;0.0148;-0.0612;0.1753;947500
11/12/21;3.50;0.6258;0.0148;-0.0614;0.1759;950000
11/12/21;3.32;0.6219;0.0149;-0.0616;0.1765;952500
11/12/21;3.13;0.6181;0.0149;-0.0618;0.1771;955000
11/12/21;2.95;0.6142;0.0149;-0.0620;0.1776;957500
11/12/21;2.76;0.6103;0.0150;-0.0622;0.1781;960000
11/12/21;2.58;0.6064;0.0150;-0.0624;0.1786;962500
11/12/21;2.39;0.6025;0.0151;-0.0625;0.1791;965000
11/12/21;2.21;0.5986;0.0151;-0.0627;0.1795;967500
11/12/21;2.02;0.5947;0.0151;-0.0628;0.1800;970000
11/12/21;1.85;0.5908;0.0152;-0.0630;0.1804;972500
11/12/21;1.66;0.5869;0.0152;-0.0631;0.1808;975000
11/12/21;1.48;0.5830;0.0152;-0.0633;0.1812;977500
11/12/21;1.30;0.5791;0.0153;-0.0634;0.1816;980000
11/12/21;1.12;0.5752;0.0153;-0.0635;0.1819;982500
11/12/21;0.00;0.5743;0.0153;-0.0636;0.1820;983100
11/12/21;1.03;0.5733;0.0153;-0.0636;0.1821;983750
11/12/21;0.00;0.5724;0.0153;-0.0636;0.1822;984300
11/12/21;0.94;0.5713;0.0153;-0.0636;0.1823;985000
11/12/21;0.00;0.5704;0.0153;-0.0637;0.1823;985600
11/12/21;0.85;0.5694;0.0154;-0.0637;0.1824;986250
11/12/21;0.00;0.5685;0.0154;-0.0637;0.1825;986800
11/12/21;0.76;0.5674;0.0154;-0.0638;0.1826;987500
11/12/21;0.00;0.5665;0.0154;-0.0638;0.1827;988100
11/12/21;0.67;0.5655;0.0154;-0.0638;0.1827;988750
11/12/21;0.00;0.5646;0.0154;-0.0638;0.1828;989300
11/12/21;0.59;0.5636;0.0154;-0.0639;0.1829;990000
11/12/21;0.00;0.5626;0.0154;-0.0639;0.1829;990600
11/12/21;0.49;0.5616;0.0154;-0.0639;0.1830;991250
11/12/21;0.00;0.5608;0.0154;-0.0639;0.1831;991800
11/12/21;0.40;0.5597;0.0154;-0.0640;0.1832;992500
11/12/21;0.00;0.5588;0.0154;-0.0640;0.1832;993100
11/12/21;0.31;0.5577;0.0154;-0.0640;0.1833;993750
11/12/21;0.00;0.5569;0.0154;-0.0640;0.1833;994300
11/12/21;0.23;0.5558;0.0154;-0.0641;0.1834;995000
11/12/21;0.00;0.5549;0.0154;-0.0641;0.1835;995600
11/12/21;0.25;0.5539;0.0154;-0.0641;0.1835;996250
11/12/21;0.00;0.5530;0.0154;-0.0641;0.1836;996800
11/12/21;0.16;0.5519;0.0155;-0.0641;0.1837;997500
11/12/21;0.11;0.5510;0.0155;-0.0642;0.1837;998100
11/12/21;0.10;0.5500;0.0155;-0.0642;0.1838;998750
11/12/21;0.17;0.5492;0.0155;-0.0642;0.1838;999300
12/13/21;0.21;0.5576;0.0131;-0.0543;0.2163;1000000
12/13/21;0.29;0.5563;0.0131;-0.0543;0.2164;1001000
12/13/21;0.38;0.5550;0.0131;-0.0543;0.2165;1002000
12/13/21;0.46;0.5537;0.0131;-0.0543;0.2166;1003000
12/13/21;0.53;0.5524;0.0131;-0.0544;0.2167;1004000
12/13/21;0.61;0.5511;0.0131;-0.0544;0.2168;1005000
12/13/21;0.68;0.5498;0.0131;-0.0544;0.2169;1006000
12/13/21;0.76;0.5485;0.0131;-0.0544;0.2169;1007000
12/13/21;0.83;0.5472;0.0131;-0.0545;0.2170;1008000
12/13/21;0.90;0.5459;0.0131;-0.0545;0.2171;1009000
12/13/21;0.97;0.5446;0.0131;-0.0545;0.2172;1010000
12/13/21;1.04;0.5433;0.0131;-0.0545;0.2173;1011000
12/13/21;1.11;0.5420;0.0131;-0.0545;0.2174;1012000
12/13/21;1.18;0.5407;0.0131;-0.0546;0.2174;1013000
12/13/21;1.31;0.5381;0.0131;-0.0546;0.2176;1015000
12/13/21;1.45;0.5355;0.0132;-0.0546;0.2177;1017000
12/13/21;1.64;0.5317;0.0132;-0.0547;0.2179;1020000
12/13/21;1.78;0.5291;0.0132;-0.0547;0.2180;1022000
12/13/21;1.97;0.5252;0.0132;-0.0547;0.2181;1025000
12/13/21;2.09;0.5227;0.0132;-0.0548;0.2182;1027000
12/13/21;2.28;0.5188;0.0132;-0.0548;0.2183;1030000
12/13/21;2.41;0.5163;0.0132;-0.0548;0.2184;1032000
12/13/21;2.59;0.5125;0.0132;-0.0548;0.2185;1035000
12/13/21;2.71;0.5099;0.0132;-0.0548;0.2185;1037000
12/13/21;2.90;0.5061;0.0132;-0.0548;0.2185;1040000
12/13/21;3.02;0.5036;0.0132;-0.0548;0.2186;1042000
12/13/21;3.19;0.4998;0.0132;-0.0549;0.2186;1045000
12/13/21;3.31;0.4973;0.0132;-0.0549;0.2186;1047000
12/13/21;3.49;0.4935;0.0132;-0.0548;0.2185;1050000
12/13/21;3.61;0.4910;0.0132;-0.0548;0.2185;1052000
12/13/21;5.55;0.6727;0.0119;-0.0496;0.1977;912500
12/13/21;5.38;0.6695;0.0120;-0.0498;0.1985;915000
12/13/21;5.21;0.6662;0.0120;-0.0500;0.1993;917500
12/13/21;5.04;0.6629;0.0121;-0.0502;0.2001;920000
12/13/21;4.87;0.6596;0.0121;-0.0504;0.2008;922500
12/13/21;4.71;0.6564;0.0122;-0.0505;0.2015;925000
12/13/21;4.54;0.6531;0.0122;-0.0507;0.2023;927500
12/13/21;4.38;0.6498;0.0123;-0.0509;0.2030;930000
12/13/21;4.21;0.6465;0.0123;-0.0511;0.2036;932500
12/13/21;4.04;0.6432;0.0123;-0.0512;0.2043;935000
12/13/21;3.87;0.6399;0.0124;-0.0514;0.2050;937500
12/13/21;3.71;0.6366;0.0124;-0.0516;0.2056;940000
12/13/21;3.55;0.6333;0.0125;-0.0517;0.2062;942500
12/13/21;3.38;0.6300;0.0125;-0.0519;0.2068;945000
12/13/21;3.22;0.6267;0.0125;-0.0520;0.2074;947500
12/13/21;3.05;0.6234;0.0126;-0.0522;0.2080;950000
12/13/21;2.89;0.6201;0.0126;-0.0523;0.2086;952500
12/13/21;2.81;0.6185;0.0126;-0.0524;0.2088;953750
12/13/21;2.73;0.6168;0.0126;-0.0525;0.2091;955000
12/13/21;2.65;0.6151;0.0127;-0.0525;0.2094;956250
12/13/21;2.57;0.6135;0.0127;-0.0526;0.2096;957500
12/13/21;2.49;0.6118;0.0127;-0.0527;0.2099;958750
12/13/21;2.41;0.6102;0.0127;-0.0527;0.2102;960000
12/13/21;2.33;0.6085;0.0127;-0.0528;0.2104;961250
12/13/21;2.25;0.6069;0.0127;-0.0528;0.2107;962500
12/13/21;2.17;0.6052;0.0127;-0.0529;0.2109;963750
12/13/21;2.09;0.6036;0.0128;-0.0530;0.2111;965000
12/13/21;2.01;0.6019;0.0128;-0.0530;0.2114;966250
12/13/21;1.93;0.6003;0.0128;-0.0531;0.2116;967500
12/13/21;1.85;0.5986;0.0128;-0.0531;0.2118;968750
12/13/21;1.77;0.5970;0.0128;-0.0532;0.2121;970000
12/13/21;1.69;0.5954;0.0128;-0.0533;0.2123;971250
12/13/21;1.61;0.5937;0.0128;-0.0533;0.2125;972500
12/13/21;1.53;0.5921;0.0129;-0.0534;0.2127;973750
12/13/21;1.45;0.5904;0.0129;-0.0534;0.2129;975000
12/13/21;1.37;0.5888;0.0129;-0.0535;0.2131;976250
12/13/21;1.30;0.5871;0.0129;-0.0535;0.2133;977500
12/13/21;1.21;0.5855;0.0129;-0.0536;0.2135;978750
12/13/21;1.13;0.5838;0.0129;-0.0536;0.2137;980000
12/13/21;1.06;0.5822;0.0129;-0.0537;0.2139;981250
12/13/21;0.97;0.5805;0.0129;-0.0537;0.2141;982500
12/13/21;0.00;0.5798;0.0129;-0.0537;0.2142;983100
12/13/21;0.90;0.5789;0.0129;-0.0538;0.2143;983750
12/13/21;0.00;0.5782;0.0130;-0.0538;0.2143;984300
12/13/21;0.82;0.5773;0.0130;-0.0538;0.2144;985000
12/13/21;0.00;0.5765;0.0130;-0.0538;0.2145;985600
12/13/21;0.74;0.5756;0.0130;-0.0538;0.2146;986250
12/13/21;0.00;0.5749;0.0130;-0.0539;0.2147;986800
12/13/21;0.66;0.5740;0.0130;-0.0539;0.2148;987500
12/13/21;0.00;0.5732;0.0130;-0.0539;0.2149;988100
12/13/21;0.59;0.5723;0.0130;-0.0539;0.2150;988750
12/13/21;0.00;0.5716;0.0130;-0.0539;0.2150;989300
12/13/21;0.51;0.5707;0.0130;-0.0540;0.2151;990000
12/13/21;0.00;0.5699;0.0130;-0.0540;0.2152;990600
12/13/21;0.43;0.5691;0.0130;-0.0540;0.2153;991250
12/13/21;0.00;0.5683;0.0130;-0.0540;0.2153;991800
12/13/21;0.35;0.5674;0.0130;-0.0540;0.2154;992500
12/13/21;0.00;0.5666;0.0130;-0.0541;0.2155;993100
12/13/21;0.27;0.5658;0.0130;-0.0541;0.2156;993750
12/13/21;0.00;0.5651;0.0130;-0.0541;0.2156;994300
12/13/21;0.32;0.5641;0.0130;-0.0541;0.2157;995000
12/13/21;0.27;0.5634;0.0130;-0.0541;0.2158;995600
12/13/21;0.25;0.5625;0.0130;-0.0542;0.2159;996250
12/13/21;0.00;0.5618;0.0130;-0.0542;0.2159;996800
12/13/21;0.15;0.5609;0.0131;-0.0542;0.2160;997500
12/13/21;0.00;0.5601;0.0131;-0.0542;0.2161;998100
12/13/21;0.11;0.5592;0.0131;-0.0542;0.2161;998750
12/13/21;0.14;0.5585;0.0131;-0.0542;0.2162;999300
01/14/22;0.18;0.5708;0.0108;-0.0505;0.2445;1000000
01/14/22;0.23;0.5697;0.0108;-0.0505;0.2446;1001000
01/14/22;0.30;0.5687;0.0108;-0.0506;0.2447;1002000
01/14/22;0.37;0.5676;0.0108;-0.0506;0.2448;1003000
01/14/22;0.44;0.5665;0.0108;-0.0506;0.2449;1004000
01/14/22;0.51;0.5655;0.0108;-0.0506;0.2451;1005000
01/14/22;0.57;0.5644;0.0108;-0.0507;0.2452;1006000
01/14/22;0.64;0.5633;0.0108;-0.0507;0.2453;1007000
01/14/22;0.70;0.5622;0.0108;-0.0507;0.2454;1008000
01/14/22;0.77;0.5612;0.0108;-0.0507;0.2455;1009000
01/14/22;0.83;0.5601;0.0108;-0.0508;0.2456;1010000
01/14/22;0.89;0.5590;0.0108;-0.0508;0.2457;1011000
01/14/22;0.95;0.5580;0.0108;-0.0508;0.2458;1012000
01/14/22;1.01;0.5569;0.0108;-0.0508;0.2459;1013000
01/14/22;1.13;0.5548;0.0108;-0.0509;0.2461;1015000
01/14/22;1.25;0.5526;0.0108;-0.0509;0.2462;1017000
01/14/22;1.43;0.5495;0.0108;-0.0509;0.2465;1020000
01/14/22;1.54;0.5473;0.0109;-0.0510;0.2467;1022000
01/14/22;1.71;0.5442;0.0109;-0.0510;0.2469;1025000
01/14/22;1.82;0.5420;0.0109;-0.0511;0.2470;1027000
01/14/22;1.99;0.5389;0.0109;-0.0511;0.2472;1030000
01/14/22;2.10;0.5368;0.0109;-0.0511;0.2474;1032000
01/14/22;2.26;0.5336;0.0109;-0.0512;0.2475;1035000
01/14/22;2.37;0.5315;0.0109;-0.0512;0.2476;1037000
01/14/22;2.53;0.5284;0.0109;-0.0512;0.2478;1040000
01/14/22;2.63;0.5263;0.0109;-0.0512;0.2479;1042000
01/14/22;2.79;0.5231;0.0109;-0.0513;0.2480;1045000
01/14/22;2.89;0.5211;0.0109;-0.0513;0.2481;1047000
01/14/22;3.05;0.5179;0.0109;-0.0513;0.2482;1050000
01/14/22;3.15;0.5159;0.0109;-0.0513;0.2482;1052000
01/14/22;3.22;0.6332;0.0103;-0.0484;0.2344;942500
01/14/22;3.07;0.6305;0.0103;-0.0485;0.2350;945000
01/14/22;2.92;0.6278;0.0104;-0.0487;0.2355;947500
01/14/22;2.78;0.6251;0.0104;-0.0488;0.2361;950000
01/14/22;2.63;0.6223;0.0104;-0.0489;0.2366;952500
01/14/22;2.49;0.6196;0.0104;-0.0490;0.2372;955000
01/14/22;2.34;0.6169;0.0105;-0.0491;0.2377;957500
01/14/22;2.19;0.6141;0.0105;-0.0492;0.2382;960000
01/14/22;2.05;0.6114;0.0105;-0.0493;0.2386;962500
01/14/22;1.90;0.6087;0.0105;-0.0494;0.2391;965000
01/14/22;1.76;0.6060;0.0105;-0.0495;0.2396;967500
01/14/22;1.62;0.6033;0.0106;-0.0496;0.2400;970000
01/14/22;1.47;0.6005;0.0106;-0.0497;0.2405;972500
01/14/22;1.33;0.5978;0.0106;-0.0498;0.2409;975000
01/14/22;1.19;0.5951;0.0106;-0.0499;0.2413;977500
01/14/22;1.04;0.5924;0.0106;-0.0499;0.2417;980000
01/14/22;0.90;0.5897;0.0107;-0.0500;0.2421;982500
01/14/22;0.00;0.5890;0.0107;-0.0500;0.2422;983100
01/14/22;0.83;0.5883;0.0107;-0.0501;0.2423;983750
01/14/22;0.00;0.5877;0.0107;-0.0501;0.2424;984300
01/14/22;0.76;0.5870;0.0107;-0.0501;0.2425;985000
01/14/22;0.00;0.5863;0.0107;-0.0501;0.2426;985600
01/14/22;0.69;0.5856;0.0107;-0.0501;0.2427;986250
01/14/22;0.00;0.5850;0.0107;-0.0502;0.2427;986800
01/14/22;0.62;0.5843;0.0107;-0.0502;0.2428;987500
01/14/22;0.00;0.5836;0.0107;-0.0502;0.2429;988100
01/14/22;0.55;0.5829;0.0107;-0.0502;0.2430;988750
01/14/22;0.00;0.5823;0.0107;-0.0502;0.2431;989300
01/14/22;0.48;0.5816;0.0107;-0.0503;0.2432;990000
01/14/22;0.00;0.5809;0.0107;-0.0503;0.2433;990600
